is_male,is_loyal_customer,age,is_business_travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes
0,1,34,1,Business,3342,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,0.0
1,1,48,0,Eco,413,2,5,2,1,3,2,3,3,4,2,5,5,5,3,34,34.0
0,1,23,1,Business,315,1,1,1,1,4,4,4,4,2,3,4,4,4,4,28,67.0
1,1,43,1,Business,1744,2,2,2,2,5,5,5,4,4,5,4,3,4,3,59,52.0
0,1,37,0,Eco,134,2,1,0,4,2,0,2,2,2,3,4,2,4,2,0,9.0
0,1,45,0,Eco Plus,2182,3,2,3,3,4,4,3,2,2,3,2,3,2,2,0,0.0
1,1,39,1,Business,3267,3,3,3,3,2,5,5,5,5,5,5,5,5,5,15,7.0
1,1,47,1,Eco,198,4,4,4,4,4,4,4,4,3,2,4,3,3,4,0,4.0
1,1,31,0,Eco,2454,1,4,1,2,1,2,3,4,4,4,4,3,3,3,0,0.0
0,1,25,1,Eco Plus,1021,4,2,2,2,4,4,4,4,1,4,4,4,4,4,8,79.0
1,1,24,1,Eco Plus,370,4,4,4,4,4,4,5,4,4,3,4,5,2,4,0,4.0
0,1,47,1,Business,2461,1,1,1,1,3,5,4,4,4,4,4,4,4,5,0,0.0
1,0,36,1,Eco,304,3,3,2,3,3,2,3,3,2,5,3,3,4,3,0,0.0
0,1,48,1,Business,1184,3,3,3,3,1,4,3,3,3,3,3,1,3,2,0,0.0
0,0,23,1,Eco,628,2,0,2,3,4,2,4,4,4,5,5,3,4,4,35,22.0
1,1,64,0,Business,528,4,3,4,4,4,4,4,5,5,4,4,3,5,2,114,109.0
0,1,50,0,Eco Plus,109,2,0,2,2,4,4,5,4,4,2,4,4,4,3,13,13.0
1,1,21,0,Eco,551,5,5,5,1,3,5,3,3,5,2,3,2,2,3,0,0.0
0,1,41,0,Eco,528,2,5,2,3,3,2,3,3,4,3,4,2,3,3,0,0.0
0,1,45,1,Eco,277,3,2,2,2,4,4,3,3,3,3,3,3,3,1,15,18.0
0,1,44,0,Eco,1235,1,2,1,2,2,2,3,1,1,1,1,1,1,3,0,0.0
1,1,42,1,Eco,920,3,4,4,4,3,3,3,3,4,5,3,3,3,3,4,0.0
0,1,38,1,Business,991,1,1,2,1,3,1,2,5,5,5,5,5,5,1,0,0.0
1,0,26,1,Eco,1034,4,4,4,2,3,4,5,3,4,1,2,1,1,3,64,47.0
1,1,51,1,Business,1663,0,0,0,1,5,5,5,5,5,1,1,4,5,4,0,0.0
1,0,17,1,Eco,402,2,0,2,3,4,2,4,4,4,3,5,5,5,4,0,0.0
1,1,7,0,Eco,920,3,4,3,1,1,3,1,1,4,4,5,4,5,1,0,5.0
0,1,45,1,Eco,1607,3,5,3,5,4,4,4,3,3,3,3,1,3,2,0,2.0
0,1,48,1,Business,1042,2,2,2,2,5,4,4,2,2,2,2,2,2,3,0,0.0
0,1,59,1,Eco,432,5,1,5,1,5,1,1,5,5,5,5,5,5,2,0,0.0
1,1,31,1,Eco,425,2,2,2,2,2,2,2,2,2,3,3,1,4,2,0,0.0
1,1,41,0,Eco,787,1,5,1,3,1,1,1,1,4,3,5,4,5,1,0,0.0
1,1,35,1,Business,2396,5,5,3,5,4,4,5,5,5,5,5,3,5,5,0,0.0
0,1,51,1,Business,591,4,3,3,3,4,3,3,4,4,4,4,4,4,4,0,0.0
1,1,16,0,Eco,501,4,5,5,1,1,5,1,1,4,5,5,3,5,1,0,0.0
1,1,39,1,Business,3977,2,2,2,2,2,5,4,5,5,5,5,3,5,4,25,23.0
1,1,45,1,Business,678,5,5,5,5,3,4,5,3,3,4,3,5,3,3,6,0.0
0,1,28,1,Business,2252,3,4,4,4,3,3,3,3,1,2,4,3,3,3,0,0.0
0,1,23,1,Eco,413,4,4,4,4,4,4,4,4,3,2,2,5,3,4,0,0.0
1,1,38,1,Eco,647,2,3,3,3,2,2,2,2,2,5,3,1,3,2,0,0.0
0,1,34,1,Business,3790,3,4,2,4,2,4,4,3,3,3,3,1,3,4,26,27.0
1,1,69,0,Eco,1325,4,4,4,1,1,4,1,1,3,2,3,4,5,1,2,1.0
1,1,9,0,Eco,1325,4,5,4,3,3,4,5,3,3,5,3,3,5,3,0,0.0
0,1,50,1,Business,1703,0,0,0,2,5,5,4,2,2,2,5,4,2,4,5,0.0
0,0,10,0,Business,2174,2,2,2,2,4,2,4,4,1,1,2,2,3,4,0,0.0
0,1,36,1,Business,3470,4,4,4,4,2,4,5,2,2,2,2,4,2,4,36,24.0
1,1,44,1,Business,2053,4,4,4,4,3,5,5,4,4,4,4,3,4,3,45,37.0
1,0,26,1,Business,577,1,1,1,2,3,1,3,3,3,2,4,5,5,3,0,2.0
0,0,32,1,Eco,403,4,3,4,3,4,4,5,4,2,1,4,4,3,4,0,0.0
0,1,43,1,Business,575,5,5,5,5,4,4,4,5,5,5,5,5,5,4,0,0.0
0,0,44,1,Eco,1201,4,4,4,4,5,4,5,5,1,3,4,2,3,5,16,3.0
1,1,63,0,Eco,639,3,5,3,3,3,3,4,3,5,3,5,3,4,3,41,59.0
1,1,42,1,Eco Plus,1133,5,1,1,1,4,5,4,4,4,5,2,2,2,4,80,100.0
0,1,23,0,Eco,1979,2,2,2,2,2,2,2,2,3,3,3,4,2,2,0,0.0
1,0,34,1,Eco,936,1,1,1,2,1,1,1,1,1,4,4,5,1,1,0,0.0
0,1,54,1,Eco Plus,166,4,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0
0,0,21,1,Business,787,4,0,5,1,2,5,2,2,4,3,5,4,4,2,14,7.0
1,1,40,1,Eco,537,5,3,3,3,5,4,5,5,3,4,1,1,1,5,0,0.0
0,1,33,1,Business,2370,2,2,2,2,4,4,4,5,3,4,4,4,3,4,0,0.0
0,0,20,1,Eco,356,4,5,4,3,2,4,2,2,3,3,5,4,5,2,0,0.0
0,0,73,1,Eco,107,3,4,3,4,3,3,1,3,4,2,4,4,4,3,82,81.0
0,1,40,0,Eco,423,3,5,3,1,5,3,3,5,5,4,5,5,4,5,0,0.0
1,1,27,0,Eco,590,3,4,3,5,1,3,1,1,4,2,5,5,3,1,0,0.0
1,1,57,0,Eco,425,4,4,4,3,5,4,5,5,5,3,4,5,5,5,1,0.0
1,1,33,1,Business,431,5,5,5,5,4,4,4,4,3,5,5,4,5,4,0,0.0
0,0,24,1,Eco,356,3,0,3,3,3,3,3,3,1,2,2,4,2,3,0,0.0
1,1,23,1,Business,1597,1,5,5,5,1,1,1,1,4,5,3,2,4,1,0,0.0
1,1,34,1,Business,1767,4,4,4,4,5,3,3,4,4,4,4,4,4,3,1,0.0
1,1,29,0,Eco,624,1,5,1,4,2,1,3,2,4,4,5,4,5,2,0,0.0
1,1,22,0,Eco,411,4,5,4,2,2,4,2,2,3,5,1,2,3,2,0,0.0
1,1,37,1,Business,3592,3,4,4,4,2,4,4,3,3,3,3,1,3,4,0,0.0
1,1,67,0,Eco,1727,4,5,3,3,4,3,4,4,1,5,4,3,5,4,0,0.0
0,1,44,0,Eco,390,4,2,4,4,1,4,3,5,5,4,5,4,5,4,0,0.0
0,1,39,0,Eco,1379,5,4,5,1,3,5,3,3,3,2,4,4,5,3,0,0.0
0,1,25,1,Business,1005,2,2,3,2,4,4,4,4,5,5,5,4,4,4,0,0.0
0,1,61,1,Business,2864,4,4,4,4,5,3,5,5,5,5,5,2,5,2,0,0.0
0,1,49,0,Eco,624,2,3,2,3,4,4,4,2,2,2,2,2,2,2,113,119.0
0,1,41,1,Business,3230,4,4,4,4,4,4,4,5,5,4,5,3,5,3,25,20.0
0,1,12,0,Eco,544,2,2,2,2,5,2,5,5,3,3,3,3,3,5,1,0.0
0,0,35,1,Eco Plus,1235,2,2,2,3,1,2,1,1,2,1,4,1,4,1,33,17.0
0,1,60,1,Business,986,2,2,2,2,4,5,5,3,3,4,3,5,3,5,0,0.0
1,1,40,1,Business,3604,1,2,2,2,3,4,3,1,1,1,1,4,1,1,0,0.0
0,0,22,1,Business,834,4,3,4,3,1,4,1,1,4,3,4,3,2,1,0,0.0
1,1,33,0,Eco,363,3,3,3,2,2,3,2,2,3,1,4,1,1,2,2,3.0
0,1,42,1,Business,3184,3,3,3,3,4,5,5,4,4,4,4,5,4,4,17,12.0
0,1,50,1,Business,2762,3,3,3,3,5,5,5,2,4,3,3,5,2,5,0,0.0
0,1,25,1,Business,1013,3,2,2,2,3,3,3,3,3,3,4,2,3,3,50,73.0
0,1,50,1,Business,3962,4,4,1,4,3,5,5,4,4,4,4,4,4,4,0,0.0
1,0,40,1,Business,641,5,4,4,3,1,4,1,1,5,4,5,4,5,1,0,0.0
0,1,36,0,Eco,399,2,5,2,4,3,2,3,3,5,3,4,4,4,3,0,0.0
0,1,36,1,Eco Plus,320,3,1,1,1,3,4,3,3,1,1,4,4,3,3,8,13.0
0,1,41,1,Business,1712,3,3,3,3,2,4,4,4,4,4,4,4,4,3,0,7.0
1,1,55,1,Business,1576,5,5,5,5,5,4,5,4,4,4,4,5,4,5,8,0.0
0,0,45,1,Eco,899,3,3,3,4,5,3,5,5,2,5,3,3,4,5,22,22.0
1,1,22,1,Business,551,2,2,2,2,5,5,5,5,4,2,4,4,5,5,6,0.0
1,1,55,1,Business,2747,5,5,5,5,3,5,5,5,5,5,5,4,5,3,95,97.0
1,1,37,1,Business,141,0,5,0,5,4,2,1,1,1,1,1,4,1,2,0,0.0
0,1,35,1,Eco,1249,5,5,5,5,5,5,5,5,1,2,4,1,5,5,32,10.0
1,0,24,1,Eco,748,2,2,2,5,1,2,1,1,1,2,3,5,2,1,87,68.0
0,1,56,1,Business,2259,3,3,3,3,2,4,4,4,4,4,4,5,4,4,0,0.0
0,0,22,1,Eco,125,3,2,3,3,1,3,1,1,1,5,4,1,4,1,0,1.0
1,0,42,1,Business,1671,4,4,4,3,4,4,4,4,3,3,3,5,4,4,0,0.0
0,1,42,0,Eco,872,3,5,3,3,3,1,3,3,3,3,3,5,3,5,0,0.0
1,1,37,1,Business,2077,2,1,1,1,1,4,3,2,2,2,2,4,2,4,37,27.0
1,0,44,1,Business,590,3,3,3,1,1,3,1,1,3,3,5,3,5,1,0,0.0
1,1,11,1,Business,3338,5,5,5,5,4,4,4,4,5,3,5,3,5,4,0,0.0
1,1,43,1,Business,543,1,1,1,1,5,5,5,5,5,5,5,5,5,3,42,49.0
1,1,47,0,Eco,493,4,4,4,4,2,4,3,2,5,2,5,4,4,2,2,2.0
1,1,69,0,Eco,919,4,5,4,3,4,4,4,4,5,3,5,5,4,4,5,0.0
1,1,31,0,Eco,252,2,4,2,3,2,2,2,2,3,3,3,3,4,2,0,0.0
1,1,41,0,Eco,944,3,5,3,5,1,3,1,1,4,5,3,1,1,1,85,80.0
1,1,66,1,Business,3829,3,5,5,5,3,3,3,3,3,3,3,1,3,3,42,41.0
0,1,40,0,Eco,408,2,5,2,3,5,2,5,5,4,5,4,3,4,5,0,5.0
1,1,51,0,Business,387,1,5,1,1,4,4,1,3,3,1,3,2,3,4,0,0.0
1,1,51,0,Business,1814,2,3,2,4,2,3,4,3,3,2,3,2,3,4,0,0.0
1,1,15,0,Eco,134,1,0,1,3,5,1,2,5,4,2,5,3,5,5,0,0.0
0,1,57,0,Eco,692,3,2,3,3,2,4,3,3,3,3,1,2,3,1,0,0.0
0,1,37,1,Eco,397,5,2,2,2,5,5,5,5,2,4,1,4,4,5,5,14.0
1,1,40,1,Business,1535,4,4,4,4,2,4,5,5,5,5,5,4,5,5,0,0.0
0,1,11,1,Business,1701,1,4,5,5,1,2,1,1,3,4,4,4,3,1,42,88.0
1,1,48,1,Eco,369,4,2,2,2,4,4,4,4,3,3,4,1,3,4,0,0.0
1,1,68,1,Eco Plus,611,2,2,5,5,2,2,2,2,1,5,4,4,3,2,0,0.0
1,0,21,1,Business,1440,0,0,0,3,5,0,5,5,3,4,5,5,5,5,0,0.0
0,1,54,1,Business,309,1,0,0,3,3,3,2,4,4,0,4,1,4,4,0,0.0
0,1,44,1,Business,2461,3,3,3,3,3,5,4,4,4,4,4,3,4,5,21,12.0
0,1,50,1,Business,226,0,1,1,1,3,5,4,3,3,3,5,4,3,3,0,0.0
1,0,37,1,Business,273,3,3,3,5,5,3,5,5,4,2,5,3,5,5,0,0.0
0,1,26,0,Eco,763,3,5,3,3,2,3,2,2,5,5,5,3,4,2,34,34.0
1,0,40,1,Eco,462,2,1,2,3,1,2,2,1,3,1,4,3,3,1,95,114.0
1,1,51,1,Business,3535,5,5,5,5,4,5,4,5,5,5,5,4,5,5,2,0.0
0,1,41,1,Business,2623,2,2,2,2,3,4,4,5,5,5,5,3,5,5,10,3.0
0,0,23,1,Eco,264,0,0,0,4,4,0,4,4,4,2,4,1,2,4,0,0.0
0,1,35,1,Business,762,2,2,2,2,4,4,4,4,4,4,4,4,4,3,16,0.0
1,1,25,0,Eco,192,3,5,3,2,5,3,5,5,3,5,5,5,4,5,37,34.0
0,1,31,1,Eco Plus,787,5,5,1,1,5,5,5,5,3,2,3,5,4,5,0,0.0
1,1,45,1,Business,3052,1,1,5,1,3,5,4,3,3,3,3,5,3,3,0,0.0
1,0,15,1,Eco,954,3,2,2,3,3,2,4,3,1,5,4,3,3,3,13,0.0
1,1,49,1,Business,2778,2,2,2,2,3,5,4,5,5,5,5,5,5,3,5,0.0
1,1,20,0,Eco,2065,2,2,2,4,3,2,3,3,1,2,3,4,4,3,0,0.0
1,1,65,0,Eco,714,5,4,5,2,3,4,3,3,4,2,5,4,4,3,0,0.0
1,1,50,0,Eco,425,2,3,2,3,5,2,5,5,4,4,3,5,5,5,0,0.0
0,1,50,1,Business,1706,5,5,5,5,4,5,5,5,5,5,5,4,5,4,24,8.0
0,1,15,0,Eco,500,3,4,3,1,3,3,3,3,3,5,5,4,5,3,0,0.0
1,1,36,1,Eco,241,4,5,5,5,4,4,4,4,4,3,2,3,2,4,0,0.0
0,1,60,0,Eco,447,4,4,4,5,4,4,5,5,5,4,5,5,5,4,0,0.0
0,1,47,0,Eco,321,3,3,4,3,2,4,3,1,1,4,1,4,1,4,0,0.0
0,1,23,0,Eco,228,2,4,0,1,4,0,2,4,5,5,4,5,5,4,0,0.0
0,1,59,1,Business,3331,3,4,4,4,3,2,2,3,3,3,3,3,3,3,19,9.0
0,0,39,1,Business,1440,1,1,1,3,4,1,4,4,3,2,3,3,4,4,24,0.0
1,1,42,0,Eco,605,3,2,3,3,2,3,2,2,1,1,3,2,4,2,10,7.0
0,1,51,1,Business,733,3,3,3,3,5,5,4,2,2,2,2,4,2,4,122,114.0
1,1,8,0,Eco,309,3,5,3,3,4,3,4,4,5,5,5,4,5,4,0,0.0
1,1,51,1,Business,442,3,3,3,3,5,4,5,3,3,3,3,4,3,3,0,0.0
1,1,38,1,Eco,192,4,1,4,1,4,4,4,4,5,3,3,5,5,4,0,0.0
0,1,32,0,Business,760,3,4,3,4,5,3,1,5,3,5,5,3,5,5,0,0.0
0,1,55,0,Eco,521,4,5,4,4,2,5,4,3,3,4,3,5,3,3,0,0.0
0,1,40,0,Eco Plus,363,3,4,5,3,1,5,1,1,4,3,4,3,5,1,2,0.0
0,0,14,1,Business,1431,4,0,4,3,4,4,4,4,3,4,4,4,5,4,44,18.0
0,1,50,1,Business,913,1,1,1,1,4,4,1,5,5,5,5,5,5,1,11,0.0
0,0,26,1,Eco,228,1,4,1,3,4,1,4,4,4,3,3,2,4,4,0,0.0
1,0,19,1,Eco,441,3,5,2,3,3,2,3,3,2,3,5,2,3,3,0,0.0
1,1,60,0,Eco,349,1,4,4,2,1,4,1,1,5,3,2,5,4,1,32,30.0
0,1,69,0,Eco,224,3,4,0,4,3,5,5,2,2,0,5,3,2,5,0,11.0
0,1,48,0,Eco,411,3,5,3,1,3,5,4,3,3,3,3,4,3,4,0,0.0
0,1,56,1,Business,2288,2,3,3,3,2,2,2,4,2,2,2,2,2,2,3,8.0
0,0,26,1,Eco,1303,3,3,3,4,1,3,1,1,1,4,3,1,4,1,0,0.0
1,1,25,1,Business,2174,2,4,4,4,2,2,2,2,3,2,4,2,4,2,0,0.0
1,1,26,0,Eco,472,3,5,3,4,3,3,3,3,4,1,3,5,3,3,18,18.0
0,0,23,1,Eco,234,4,4,4,3,4,4,4,4,4,3,4,5,4,4,0,0.0
1,1,41,0,Eco,657,3,4,3,4,4,3,4,4,3,2,2,3,3,4,0,0.0
0,1,51,1,Business,3429,1,1,1,1,2,4,5,4,4,5,4,4,4,5,6,0.0
1,1,51,1,Eco,352,2,2,2,2,2,2,2,2,3,5,2,2,2,2,17,12.0
1,1,42,0,Eco,1259,1,5,1,4,1,1,3,1,3,2,4,3,5,1,0,2.0
0,1,72,1,Business,1853,1,2,2,2,1,3,3,1,1,1,1,3,1,1,10,24.0
1,1,54,0,Eco Plus,358,2,5,2,1,3,2,3,3,3,3,5,3,5,3,54,50.0
1,1,28,0,Eco,288,3,4,3,2,4,3,4,4,1,4,2,3,5,4,0,0.0
0,1,35,0,Eco,550,3,0,3,3,3,3,1,3,4,2,5,3,5,3,26,95.0
0,0,41,1,Business,591,5,5,5,4,4,5,4,4,3,5,5,4,5,4,0,0.0
0,1,41,0,Eco,372,2,4,3,5,2,3,2,2,3,2,5,4,4,2,0,14.0
1,1,68,1,Business,3215,3,3,3,3,5,4,4,4,4,4,4,3,4,5,0,0.0
1,1,34,1,Business,2125,3,2,2,2,2,3,4,3,3,3,3,2,3,3,0,0.0
0,1,20,0,Eco,501,4,4,4,3,5,4,5,5,3,4,4,4,5,5,0,0.0
1,1,40,1,Eco,125,1,1,1,1,1,1,1,1,4,4,3,4,4,1,0,0.0
1,1,58,1,Business,377,3,3,3,3,3,5,5,3,3,3,3,5,3,3,0,0.0
0,1,19,0,Eco,399,2,4,2,1,3,2,3,3,5,5,4,5,4,3,0,0.0
1,1,11,0,Eco,162,2,3,2,3,1,2,1,1,5,1,2,3,5,1,0,0.0
0,1,28,1,Business,2164,2,2,2,2,5,5,5,5,1,1,5,2,4,5,0,0.0
1,1,42,1,Business,2253,3,1,1,1,3,3,3,4,2,2,4,3,2,3,152,151.0
0,1,33,1,Business,2637,4,4,4,4,3,1,2,4,4,5,4,2,4,2,61,68.0
1,1,33,1,Business,337,1,1,1,1,4,4,4,4,4,4,5,5,5,4,0,0.0
0,1,60,1,Eco,118,4,5,5,5,1,4,4,4,4,4,4,4,4,3,0,10.0
1,0,22,1,Eco,240,1,1,1,4,4,1,5,4,4,4,3,4,4,4,0,23.0
1,0,13,1,Eco,1790,2,2,2,4,4,2,4,4,1,1,4,4,3,4,17,24.0
0,1,26,1,Business,936,1,3,4,4,1,1,1,1,3,2,4,3,4,1,0,0.0
1,1,41,1,Business,3414,5,5,5,5,4,4,4,5,3,3,4,4,4,4,0,0.0
0,1,33,1,Business,3613,2,3,3,3,4,4,3,2,2,2,2,4,2,2,0,1.0
0,1,20,0,Eco,542,2,5,3,4,3,3,3,3,5,4,5,5,4,3,0,0.0
0,1,15,0,Eco,708,1,4,1,3,5,1,5,5,5,4,5,5,4,5,85,112.0
1,1,36,1,Eco,413,4,2,2,2,4,4,4,4,5,2,3,5,4,4,56,52.0
1,0,43,1,Business,666,4,4,4,4,3,4,3,3,5,4,5,4,5,3,88,72.0
1,1,57,1,Business,937,1,1,1,1,5,4,4,5,5,5,5,4,5,4,0,0.0
1,1,46,1,Business,636,3,1,4,1,3,3,3,4,3,3,3,3,3,3,164,171.0
1,1,53,1,Eco,493,4,4,4,4,3,4,3,3,4,1,3,5,1,3,0,0.0
0,1,34,1,Business,3287,2,2,2,2,3,5,4,4,4,4,4,5,4,4,0,0.0
1,1,26,0,Eco,414,1,5,1,1,1,1,1,1,4,3,1,3,3,1,7,3.0
0,1,48,1,Business,368,4,4,4,4,3,5,4,4,4,4,4,5,4,5,0,0.0
0,1,20,0,Eco,888,3,5,3,2,2,3,2,2,4,3,5,4,5,2,0,0.0
0,1,45,0,Eco,255,2,1,2,3,3,3,3,2,2,2,2,3,2,4,0,0.0
0,1,56,1,Business,170,0,4,0,4,2,1,2,4,4,5,5,4,4,4,0,5.0
0,0,39,1,Business,1979,2,2,2,1,2,2,2,2,4,3,4,3,5,2,0,2.0
1,1,31,1,Business,697,4,2,2,2,4,3,4,4,2,3,2,3,3,4,0,0.0
1,1,43,0,Eco,501,2,5,2,5,3,2,3,3,4,1,3,3,5,3,9,17.0
0,1,28,1,Business,1739,3,3,3,3,3,4,3,3,5,3,4,4,5,3,0,0.0
0,1,21,0,Eco,2454,2,5,2,5,2,5,5,3,2,1,4,5,3,5,0,0.0
1,1,30,1,Business,2090,3,3,3,3,2,2,2,2,3,4,5,3,4,2,0,2.0
1,1,47,1,Business,241,0,0,0,3,4,5,5,5,5,5,5,4,5,3,5,0.0
1,1,51,0,Business,1044,1,5,1,3,5,1,5,2,2,1,2,2,2,1,0,0.0
1,1,63,0,Eco,992,3,5,4,1,3,4,3,3,5,4,4,3,5,3,28,18.0
0,1,41,0,Eco,746,2,4,2,3,1,2,1,1,3,4,5,5,5,1,0,0.0
0,0,44,1,Eco,1127,1,1,1,3,4,1,4,4,1,2,4,1,3,4,0,0.0
0,1,39,1,Business,1760,3,3,3,3,5,4,5,5,5,5,5,5,5,4,0,26.0
0,1,61,1,Business,3114,3,3,3,3,4,5,5,3,3,4,3,5,3,4,66,67.0
0,1,40,1,Business,328,5,5,5,5,3,4,5,5,5,5,5,5,5,5,0,0.0
1,0,8,1,Eco,600,2,5,2,1,1,2,1,1,3,5,4,3,5,1,0,0.0
0,1,19,1,Business,2172,5,5,5,5,4,4,4,4,4,4,4,4,4,4,0,0.0
1,1,31,1,Business,973,5,5,5,5,3,3,3,3,2,4,3,3,4,3,36,26.0
0,1,61,0,Eco,762,2,1,2,3,4,4,3,1,1,2,1,4,1,3,0,0.0
0,1,68,0,Eco,308,4,1,4,2,2,3,2,2,2,4,2,1,2,1,18,12.0
1,0,22,1,Eco,1064,2,2,2,2,4,2,4,4,1,2,3,2,2,4,0,0.0
1,1,47,1,Eco,643,4,2,2,2,4,4,4,4,4,4,2,3,4,4,90,89.0
0,1,50,1,Business,1573,4,4,4,4,5,1,5,4,4,5,4,1,4,5,3,2.0
1,0,34,1,Business,781,3,3,3,2,4,3,4,4,4,5,5,3,5,4,0,0.0
1,0,29,1,Eco,754,1,1,1,2,5,1,5,5,1,5,1,2,1,5,0,0.0
0,1,27,0,Eco,321,3,5,3,1,4,3,4,4,2,3,3,1,2,4,13,8.0
0,1,36,1,Eco,378,4,3,3,3,4,5,4,4,2,2,4,5,1,4,0,25.0
1,0,61,1,Eco,262,2,0,2,2,5,2,5,5,3,2,4,3,5,5,86,77.0
1,1,33,1,Business,1771,1,1,1,1,1,1,1,1,4,2,3,3,4,1,0,11.0
0,0,47,1,Business,781,1,1,1,3,1,1,1,1,3,5,5,5,4,1,44,32.0
0,0,24,1,Eco,1009,4,4,4,4,2,4,3,2,5,4,2,4,4,2,0,4.0
1,0,20,1,Business,1188,0,4,0,1,4,0,3,4,4,1,3,5,1,4,5,0.0
0,1,41,1,Business,2770,4,5,3,5,5,3,3,1,1,1,4,3,1,2,0,0.0
0,1,31,1,Eco,1199,3,5,5,5,3,3,3,3,2,4,3,3,4,3,22,25.0
1,1,56,1,Business,3817,1,1,1,1,4,2,2,5,5,5,5,3,5,1,0,41.0
1,1,39,1,Business,3763,2,2,2,2,5,5,4,5,5,5,5,5,5,5,2,0.0
1,1,16,0,Business,354,4,5,4,2,3,4,3,3,4,5,4,4,4,3,0,0.0
0,1,33,1,Business,2743,5,5,5,5,5,4,4,5,5,5,5,4,5,4,0,0.0
0,1,30,1,Business,397,5,5,5,5,4,4,4,4,5,4,3,2,5,4,9,14.0
0,0,38,1,Business,1085,5,5,5,4,1,5,1,1,5,3,4,4,4,1,32,30.0
0,1,37,0,Eco,611,2,4,2,5,1,2,1,1,4,1,5,5,5,1,51,43.0
0,1,33,0,Eco,1197,2,3,3,2,5,3,5,5,3,4,5,2,1,5,32,11.0
0,1,43,0,Eco,511,4,4,4,2,5,5,5,3,3,4,3,4,3,5,0,0.0
0,1,48,1,Business,907,4,4,4,4,3,2,3,4,4,4,4,3,4,1,0,0.0
0,1,34,1,Business,1590,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,4.0
0,1,39,1,Business,3606,3,3,5,3,2,5,4,5,5,5,5,4,5,4,0,0.0
0,1,44,1,Business,561,1,1,1,1,2,4,3,1,1,1,1,2,1,1,0,0.0
0,1,44,1,Business,888,3,3,2,3,2,5,4,2,2,2,2,3,2,5,18,14.0
1,0,26,1,Business,1447,2,2,2,2,2,2,2,2,4,5,4,3,4,2,0,1.0
0,1,9,0,Eco,1046,4,4,4,3,2,4,2,2,3,4,5,3,4,2,1,0.0
0,1,62,0,Eco Plus,414,5,2,5,3,2,4,3,5,5,5,1,4,5,4,35,20.0
0,1,34,1,Business,2454,4,5,4,4,4,4,4,4,5,5,4,4,5,4,0,0.0
0,1,73,1,Business,1676,4,3,3,3,3,4,3,1,1,1,4,2,1,4,0,0.0
0,1,30,1,Business,2399,4,4,4,4,4,4,4,4,4,5,4,3,5,4,7,10.0
0,1,31,1,Business,209,3,3,4,3,5,4,3,5,3,5,5,4,3,5,0,0.0
1,1,38,1,Eco,374,2,3,3,3,2,2,2,2,3,4,3,2,3,2,0,0.0
0,1,46,1,Business,3705,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,0.0
1,1,47,1,Eco,566,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,0.0
1,1,72,1,Business,661,4,4,4,4,4,5,5,4,4,4,4,5,4,3,0,1.0
0,1,24,1,Business,3445,2,3,4,3,2,2,2,2,3,4,3,2,4,2,0,0.0
0,1,48,0,Eco,834,2,5,2,5,5,4,4,3,3,2,1,4,3,4,21,5.0
0,1,34,1,Business,2596,1,1,1,1,5,5,4,4,4,4,4,5,4,3,57,53.0
1,1,32,1,Business,3467,0,5,1,3,3,3,3,3,2,5,3,3,4,3,0,0.0
1,1,56,0,Eco,125,4,4,4,4,2,4,2,2,5,5,2,4,4,2,0,0.0
0,0,29,1,Business,1211,1,2,2,2,4,2,2,4,5,2,4,3,4,4,41,38.0
0,1,53,1,Business,2472,2,2,2,2,5,4,5,5,5,5,5,5,5,4,0,0.0
0,1,41,0,Eco Plus,1164,4,5,5,5,2,4,4,1,1,5,1,5,1,4,0,0.0
1,1,47,0,Eco,1208,3,4,3,2,3,3,5,3,1,2,4,4,2,3,0,0.0
0,0,39,1,Business,190,3,3,3,2,4,3,1,4,1,1,1,1,1,4,0,0.0
0,1,32,0,Eco,595,3,2,4,3,2,4,2,2,3,2,3,2,2,2,3,0.0
0,1,40,1,Business,2806,1,1,1,1,2,1,1,5,5,5,5,4,5,4,0,0.0
1,1,13,0,Eco Plus,406,2,4,2,2,2,2,2,2,5,5,4,5,4,2,1,0.0
0,1,45,0,Business,213,2,0,2,3,3,4,4,1,1,2,1,4,1,3,47,50.0
0,1,45,0,Business,936,5,2,5,3,3,2,3,4,4,5,2,4,4,2,16,24.0
1,1,26,1,Business,483,2,1,2,1,2,2,2,2,1,3,4,4,3,2,10,14.0
0,1,59,1,Business,2163,3,1,3,3,2,4,4,5,5,5,5,5,5,3,6,0.0
1,0,23,1,Business,391,4,5,4,4,5,4,5,5,4,4,5,5,4,5,6,0.0
1,1,42,0,Eco,954,3,4,3,4,1,3,1,1,4,2,4,3,4,1,0,9.0
1,1,21,0,Eco,770,2,5,2,5,4,2,4,4,3,5,5,4,5,4,17,34.0
1,0,23,1,Eco,1068,4,5,5,1,3,5,3,3,3,3,4,4,5,3,24,32.0
