is_male,is_loyal_customer,age,is_business_travel,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,class = Business,class = Eco,class = Eco Plus
0,0,21,1,448,3,0,3,4,1,3,1,1,4,4,4,5,4,1,7,2.0,0,1,0
0,1,58,1,337,2,3,2,3,1,3,3,2,2,2,2,4,2,3,0,7.0,0,1,0
0,1,34,1,188,3,3,3,3,2,5,1,5,5,5,4,3,5,3,0,0.0,1,0,0
1,1,58,1,2813,1,1,1,1,2,4,5,4,4,4,4,3,4,3,1,0.0,1,0,0
0,1,59,0,236,4,5,4,2,3,4,5,3,3,4,3,3,3,3,16,22.0,1,0,0
1,1,57,1,373,2,2,2,2,2,2,2,2,3,2,3,4,3,2,24,33.0,0,1,0
0,1,60,1,2207,1,1,1,1,5,4,4,4,4,5,5,3,4,4,0,0.0,1,0,0
0,1,24,1,1440,2,2,2,2,2,2,1,2,1,1,2,4,3,2,0,0.0,0,1,0
1,1,47,1,2081,3,3,3,3,4,4,4,5,5,5,5,3,5,5,8,3.0,1,0,0
0,1,65,0,273,1,5,2,3,3,1,5,4,4,2,1,3,4,2,2,0.0,0,1,0
0,1,16,1,867,4,1,3,1,4,4,2,4,1,4,3,4,3,4,0,0.0,0,0,1
1,1,48,1,861,4,4,4,4,3,4,5,5,5,5,5,5,5,3,0,0.0,1,0,0
0,1,59,0,285,3,5,3,1,3,4,4,1,1,3,3,4,1,5,0,0.0,0,1,0
0,0,49,1,760,1,1,1,2,3,1,3,3,5,4,4,5,5,3,0,0.0,1,0,0
1,1,10,0,300,2,3,2,4,5,2,5,5,4,3,2,1,3,5,33,32.0,0,0,1
0,1,47,1,2900,3,3,3,3,4,4,5,3,3,4,3,4,3,3,0,3.0,1,0,0
1,1,38,1,507,2,4,4,4,2,3,2,2,3,1,4,4,4,2,0,0.0,0,1,0
1,1,47,1,2233,4,4,4,4,5,5,5,5,5,5,4,4,5,4,0,3.0,1,0,0
0,1,61,0,2475,4,0,4,3,4,4,1,5,3,5,4,1,5,1,156,152.0,1,0,0
1,0,25,1,257,2,0,2,3,3,2,3,3,2,1,1,1,5,3,10,2.0,0,1,0
1,1,44,0,287,2,2,2,2,4,2,4,4,4,2,3,3,3,4,43,39.0,0,1,0
1,0,23,1,515,5,2,5,2,2,2,2,2,5,2,4,4,5,2,0,0.0,0,1,0
0,1,67,0,488,2,3,2,4,3,4,4,5,5,2,5,3,5,4,0,33.0,0,1,0
0,1,61,0,1554,2,2,2,3,2,4,3,5,5,2,5,3,5,1,0,2.0,0,0,1
0,0,44,1,337,1,0,1,5,2,1,2,2,2,1,4,5,3,2,0,0.0,0,1,0
0,1,31,1,2556,2,1,1,1,2,2,2,2,2,3,1,3,2,2,4,0.0,0,1,0
1,1,62,0,413,1,5,3,1,5,3,5,5,5,4,4,2,5,5,0,9.0,0,0,1
0,0,34,1,399,2,0,2,4,4,2,4,4,5,1,1,5,1,4,0,0.0,0,1,0
1,1,33,1,2306,4,4,4,4,5,4,5,5,1,5,4,3,5,5,3,5.0,1,0,0
0,1,31,1,552,4,4,4,4,5,5,5,5,3,1,1,1,1,5,35,34.0,1,0,0
1,1,69,1,3857,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,0.0,1,0,0
1,1,31,1,1399,2,3,3,3,2,3,2,2,2,4,3,2,4,2,6,13.0,0,1,0
1,1,56,1,719,5,5,5,5,2,4,4,5,5,5,5,5,5,5,0,0.0,1,0,0
0,1,45,1,2409,2,4,1,1,3,2,3,2,2,2,2,1,2,3,0,0.0,0,1,0
0,0,22,1,837,2,3,3,3,1,3,1,1,3,2,4,5,4,1,0,0.0,0,1,0
0,1,26,1,3408,2,2,2,2,3,4,3,3,3,4,4,5,4,3,0,0.0,1,0,0
0,1,22,0,189,4,4,4,3,3,4,3,3,4,3,4,5,4,3,0,2.0,0,1,0
0,1,41,1,599,3,3,3,3,3,4,5,5,5,5,5,5,5,4,12,0.0,1,0,0
1,1,45,1,679,4,4,4,4,4,4,5,5,5,5,5,3,5,3,2,0.0,1,0,0
0,1,58,0,255,4,4,4,4,5,1,3,3,3,4,4,2,3,1,0,10.0,0,1,0
1,1,58,0,222,2,3,2,4,5,2,4,5,1,2,3,2,4,5,16,10.0,0,1,0
1,1,49,1,2018,4,4,4,4,3,5,4,5,5,5,5,4,5,3,35,27.0,1,0,0
0,0,25,1,449,3,0,3,4,4,3,4,4,3,4,4,5,4,4,19,10.0,1,0,0
0,0,22,1,530,4,5,4,1,2,4,3,2,3,5,5,5,5,2,23,17.0,1,0,0
1,0,14,1,1222,3,3,3,4,2,3,2,2,3,2,3,4,4,2,89,104.0,0,1,0
1,1,27,0,503,5,5,5,5,3,5,2,3,5,3,4,3,5,3,0,0.0,0,1,0
0,1,34,0,1008,1,4,1,2,2,1,2,2,4,3,4,5,4,2,3,0.0,0,1,0
0,0,26,1,689,3,3,3,1,3,3,3,3,2,1,3,5,5,3,0,0.0,0,1,0
0,1,43,1,2798,5,5,5,5,2,5,5,5,5,5,5,5,5,2,38,24.0,1,0,0
1,0,24,1,441,0,0,0,5,5,0,5,5,5,3,4,4,4,5,5,0.0,1,0,0
0,0,30,1,1522,1,1,1,3,3,1,2,3,3,2,5,3,5,3,0,0.0,1,0,0
1,1,48,1,1935,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,0.0,1,0,0
0,1,42,1,436,2,4,4,4,4,3,4,2,2,2,2,2,2,2,0,0.0,0,1,0
0,1,36,0,1197,1,4,1,4,3,1,3,3,3,3,5,5,4,3,53,48.0,0,1,0
1,1,39,1,3304,4,4,4,4,5,5,2,5,5,5,5,3,5,5,0,0.0,1,0,0
1,1,22,1,1131,4,4,4,4,5,5,5,5,1,3,3,3,4,5,0,0.0,1,0,0
1,0,22,1,771,3,3,3,2,2,3,3,2,1,2,1,3,1,2,0,0.0,0,1,0
1,1,59,1,363,4,1,1,1,4,4,4,4,4,3,1,5,4,4,0,0.0,0,1,0
1,1,55,1,2442,5,5,2,5,1,4,3,4,4,4,4,4,4,4,14,7.0,1,0,0
0,1,35,1,1958,0,0,0,5,3,4,4,1,1,1,1,4,1,1,62,71.0,1,0,0
0,1,27,1,589,3,5,5,5,3,3,3,3,2,4,1,2,2,3,0,8.0,0,1,0
0,1,64,0,1119,4,5,3,1,2,5,4,4,4,3,4,4,4,4,0,1.0,0,1,0
0,1,38,1,1068,3,5,5,5,2,4,4,3,3,3,3,1,3,4,0,0.0,1,0,0
0,1,51,1,2300,2,2,2,2,5,5,5,4,4,5,5,5,3,5,0,0.0,1,0,0
0,1,51,0,216,2,0,2,3,2,4,4,1,1,2,1,5,1,5,69,68.0,0,0,1
0,1,35,0,432,3,5,3,2,4,3,4,4,3,5,4,4,4,4,0,0.0,0,1,0
0,1,46,1,414,5,5,5,5,2,5,5,5,5,5,5,3,5,3,48,39.0,1,0,0
0,1,38,1,305,2,1,1,1,5,3,4,2,2,2,2,3,2,1,0,0.0,1,0,0
1,1,55,0,1919,2,3,2,3,4,2,4,4,1,5,3,2,3,4,0,0.0,0,1,0
1,1,30,1,321,0,0,0,3,4,2,2,4,4,3,4,5,4,4,0,7.0,1,0,0
1,1,44,0,480,3,3,3,3,5,3,5,5,3,4,2,1,2,5,13,0.0,0,1,0
0,1,40,1,3492,2,2,2,2,5,4,4,3,3,4,3,4,3,3,0,0.0,1,0,0
0,1,42,1,580,1,3,3,3,2,3,3,1,1,1,1,3,1,2,16,6.0,0,1,0
1,0,26,1,1044,3,3,3,4,4,3,4,4,5,5,5,3,5,4,23,50.0,1,0,0
0,0,43,1,674,4,4,4,3,3,4,2,3,1,2,2,4,2,3,0,0.0,0,0,1
0,1,30,0,352,2,4,2,4,3,2,3,3,4,4,4,3,5,3,0,0.0,0,1,0
0,1,56,1,184,2,2,2,2,5,4,4,4,4,4,5,4,4,3,0,0.0,1,0,0
1,1,62,1,696,3,3,5,3,2,3,2,2,2,5,2,3,2,2,24,1.0,0,1,0
1,1,11,0,341,1,5,1,2,4,1,4,4,4,5,4,4,4,4,0,0.0,0,1,0
1,1,49,1,1938,2,2,2,2,3,4,5,4,4,4,4,5,4,4,22,21.0,1,0,0
1,1,50,1,2392,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0.0,1,0,0
1,1,61,1,3403,2,2,2,2,5,5,4,5,5,5,5,3,5,5,10,5.0,1,0,0
1,1,55,1,425,4,5,5,5,4,4,4,4,5,1,4,2,4,4,0,0.0,0,1,0
1,0,24,1,404,1,2,1,4,5,1,4,5,3,1,3,3,4,5,0,26.0,0,1,0
0,1,52,1,3416,4,4,5,4,2,4,4,4,4,4,4,3,4,4,0,0.0,1,0,0
1,0,26,1,321,3,0,3,2,5,3,5,5,3,2,1,5,5,5,0,0.0,0,1,0
1,1,42,1,1643,5,2,5,5,3,2,5,5,5,5,3,5,5,3,38,56.0,1,0,0
1,1,49,1,2279,4,4,4,4,5,5,5,4,4,4,4,3,4,5,37,33.0,1,0,0
0,0,46,1,386,4,1,4,4,3,4,3,3,2,5,3,4,3,3,3,0.0,0,1,0
1,1,15,0,391,1,5,1,3,3,1,3,3,4,4,5,4,4,3,0,0.0,0,1,0
1,1,23,1,1090,5,5,5,5,2,2,2,2,3,2,4,3,5,2,5,5.0,1,0,0
0,1,41,1,1867,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,6.0,1,0,0
0,1,80,1,611,2,3,3,3,4,1,1,2,2,2,2,3,2,3,0,2.0,1,0,0
0,0,8,1,1155,1,1,1,4,3,1,3,3,1,4,4,5,4,3,0,0.0,0,1,0
1,1,30,1,2210,5,5,5,5,4,4,4,4,3,3,4,4,4,4,0,0.0,1,0,0
1,1,58,1,934,3,3,5,3,3,3,3,3,1,3,4,2,1,3,0,0.0,0,1,0
0,1,63,0,2677,1,5,1,1,4,1,2,2,2,1,2,3,2,4,43,0.0,1,0,0
1,1,70,0,1020,1,0,1,1,4,1,4,4,4,2,5,5,4,4,38,32.0,0,1,0
0,1,23,0,903,3,3,3,3,1,3,4,1,1,1,4,4,3,1,12,13.0,0,1,0
0,1,8,0,325,3,4,3,3,2,3,2,2,5,1,1,5,3,2,0,0.0,0,1,0
0,1,56,0,588,3,4,3,1,4,4,5,4,4,3,4,3,4,3,0,0.0,0,1,0
1,1,45,1,1620,2,2,2,2,1,2,1,1,3,3,3,4,4,1,47,55.0,0,1,0
0,1,51,1,1728,3,4,4,4,2,3,2,3,3,3,3,4,3,1,4,22.0,0,1,0
0,1,61,1,3710,2,1,1,1,2,3,3,2,2,2,2,4,2,4,0,0.0,1,0,0
1,1,11,0,160,1,4,1,2,2,1,1,2,3,5,4,3,4,2,20,4.0,0,1,0
1,0,36,1,588,1,1,1,4,1,1,1,1,5,3,4,5,5,1,0,0.0,1,0,0
1,1,26,1,2586,4,4,4,4,5,5,5,5,4,5,4,5,5,5,35,9.0,1,0,0
1,1,38,1,164,2,5,5,5,4,3,4,3,3,3,2,3,3,1,0,0.0,1,0,0
1,1,26,1,764,3,1,1,1,3,4,3,3,3,2,3,1,3,3,10,1.0,0,1,0
1,1,45,1,3594,2,2,4,2,2,5,5,5,5,5,5,5,5,4,0,0.0,1,0,0
0,1,33,1,2472,1,1,1,1,3,5,4,4,4,5,4,3,4,4,0,4.0,1,0,0
0,1,19,0,240,2,4,2,1,2,2,2,2,4,4,4,5,5,2,28,16.0,0,1,0
0,1,57,0,954,1,2,1,4,2,4,4,5,5,1,1,2,5,1,0,0.0,0,1,0
1,1,53,1,2701,5,5,5,5,3,4,1,2,2,2,2,4,2,2,0,0.0,1,0,0
0,1,24,0,641,3,5,3,2,1,3,1,1,4,4,5,5,4,1,0,0.0,0,1,0
0,0,37,1,377,4,4,4,4,2,4,2,2,3,2,5,3,4,2,0,0.0,1,0,0
0,1,41,1,641,1,1,1,1,3,4,5,4,4,5,4,5,4,5,2,0.0,1,0,0
0,1,10,1,2155,1,4,4,4,1,1,1,1,2,2,3,1,4,1,2,0.0,1,0,0
1,1,58,0,866,4,5,4,1,5,4,5,5,5,3,5,4,4,5,0,0.0,0,1,0
0,1,29,0,214,1,5,0,2,3,0,3,3,2,2,2,4,1,3,0,0.0,0,1,0
1,1,38,1,1104,4,5,5,5,4,4,4,4,5,5,3,3,5,4,4,2.0,0,1,0
1,0,28,1,1226,3,3,3,4,3,3,3,3,3,2,5,4,1,3,15,17.0,0,1,0
0,1,68,1,302,2,1,1,1,5,4,3,2,2,2,2,2,2,3,26,26.0,0,1,0
0,0,36,1,1216,1,1,1,2,5,1,5,5,4,3,4,5,4,5,48,44.0,0,1,0
1,1,18,0,912,2,1,2,4,4,2,4,4,1,3,4,4,3,4,0,27.0,0,1,0
1,1,28,1,2024,4,4,2,4,5,5,5,5,2,5,2,3,4,5,0,0.0,1,0,0
1,1,45,0,787,1,4,1,2,3,1,3,3,1,4,4,5,2,3,2,0.0,0,1,0
1,0,16,1,238,2,4,2,4,4,2,4,4,1,3,4,2,3,4,16,26.0,0,1,0
0,1,64,0,456,1,4,1,3,1,3,5,4,4,1,4,5,4,2,23,55.0,0,0,1
0,1,37,1,160,5,4,4,4,5,5,5,5,3,2,4,3,5,5,0,0.0,0,1,0
0,1,14,1,2381,1,1,2,2,2,1,1,2,3,3,4,1,4,1,44,68.0,1,0,0
0,1,15,0,192,4,5,0,4,5,0,1,5,5,5,4,4,5,5,0,11.0,0,1,0
0,0,37,1,337,1,2,1,4,1,1,1,1,2,2,4,1,3,1,1,13.0,0,1,0
0,0,9,1,852,4,4,4,3,3,4,3,3,2,4,4,1,3,3,0,0.0,0,1,0
0,1,38,1,3270,3,3,3,3,5,4,5,3,3,4,3,4,3,5,0,0.0,1,0,0
0,1,49,1,1797,2,2,2,2,4,5,4,5,5,5,5,4,5,5,11,0.0,1,0,0
1,1,43,1,1911,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,0.0,1,0,0
1,1,60,1,1340,1,1,3,1,5,4,5,4,4,4,4,5,4,3,8,2.0,1,0,0
0,1,59,1,1572,3,3,3,3,2,4,4,3,3,3,3,2,3,1,9,3.0,1,0,0
1,1,33,1,3417,3,3,3,3,5,5,5,5,4,3,3,4,2,5,0,0.0,1,0,0
0,1,63,0,212,1,2,1,4,2,3,3,1,1,1,1,4,1,1,0,0.0,0,0,1
1,0,20,1,369,5,3,5,4,1,5,1,1,5,2,4,4,4,1,0,0.0,1,0,0
0,1,42,1,397,4,3,3,3,4,2,2,4,4,4,4,5,4,1,0,0.0,0,1,0
0,1,40,1,3044,1,1,4,1,3,3,2,4,4,4,4,5,4,1,1,17.0,1,0,0
0,1,52,1,1046,2,1,4,4,4,3,3,1,1,2,1,1,1,4,0,12.0,0,1,0
1,1,43,0,1062,3,1,3,2,2,3,2,2,2,4,2,2,3,2,14,9.0,0,1,0
0,1,24,0,1660,2,1,2,3,3,2,5,3,1,4,2,2,2,3,0,2.0,0,1,0
1,1,31,1,3497,2,2,2,2,4,5,4,4,4,5,2,3,4,4,3,2.0,1,0,0
0,1,9,0,313,3,4,3,2,4,3,4,4,4,4,4,5,4,4,0,29.0,0,0,1
0,1,17,0,252,3,3,0,1,3,0,3,3,1,5,3,4,1,3,109,95.0,0,0,1
0,1,8,0,1372,3,4,3,1,2,3,2,2,3,3,3,5,4,2,0,13.0,0,1,0
1,1,40,1,2422,4,2,2,2,5,2,4,4,4,3,4,1,4,2,11,3.0,1,0,0
0,1,45,1,2836,2,2,4,2,5,1,1,4,4,4,4,5,4,5,0,0.0,1,0,0
0,1,16,0,1126,3,4,3,1,4,3,2,4,4,3,4,4,4,4,0,0.0,0,1,0
1,1,44,1,1855,3,2,2,2,3,3,3,3,3,2,3,1,2,3,12,18.0,0,0,1
0,1,40,0,502,2,5,2,1,4,2,4,4,4,3,4,5,5,4,0,0.0,0,1,0
1,1,60,1,241,1,4,4,4,1,1,1,1,1,3,3,2,3,1,0,0.0,0,0,1
1,1,11,0,2845,2,5,2,1,3,2,3,3,5,3,4,5,5,3,0,0.0,0,1,0
1,1,58,1,712,3,2,2,2,3,3,3,3,2,5,3,4,3,3,5,0.0,0,1,0
0,0,38,1,872,4,5,5,4,2,5,2,2,5,5,4,4,4,2,19,22.0,1,0,0
1,1,36,0,829,4,4,4,1,5,4,5,5,5,3,5,3,5,5,6,10.0,0,1,0
0,1,22,1,3999,2,2,2,2,3,3,3,3,4,4,3,1,5,3,0,0.0,1,0,0
0,1,44,1,2466,1,1,1,1,4,4,5,1,1,2,1,5,1,5,60,51.0,1,0,0
1,1,44,1,1881,3,3,3,3,5,4,4,5,5,5,5,4,5,5,0,0.0,1,0,0
0,1,22,0,250,2,5,2,2,3,2,3,3,5,4,4,5,5,3,0,0.0,0,1,0
0,1,56,1,1476,4,4,4,4,2,4,5,4,4,4,4,4,4,5,0,13.0,1,0,0
1,1,36,1,446,4,3,3,3,4,4,4,4,4,3,4,4,3,4,0,0.0,0,0,1
1,0,24,1,748,2,2,2,3,1,2,1,1,3,5,4,1,3,1,0,0.0,0,1,0
0,1,30,1,134,2,2,2,2,4,4,5,4,5,4,5,5,4,4,61,58.0,1,0,0
1,1,33,1,1020,1,1,4,1,5,5,5,5,5,5,3,1,1,5,0,0.0,1,0,0
0,1,67,0,558,2,4,2,4,4,4,4,4,4,2,4,5,4,3,25,6.0,0,0,1
0,1,36,0,1849,3,1,3,2,3,3,3,3,1,2,1,3,2,3,3,10.0,0,1,0
1,1,65,0,1845,4,5,4,3,1,4,1,1,4,5,4,3,5,1,0,11.0,0,1,0
1,1,67,0,592,1,3,1,5,1,1,1,1,4,5,2,4,3,1,18,4.0,0,1,0
1,0,30,1,821,4,4,4,1,3,4,4,3,5,4,5,4,4,3,25,36.0,1,0,0
1,1,38,1,903,4,4,2,4,4,3,2,5,5,5,5,4,5,3,5,0.0,1,0,0
1,1,23,0,737,3,4,3,3,3,3,3,3,4,5,2,4,4,3,1,0.0,0,1,0
0,0,24,1,202,4,0,4,3,3,4,3,3,1,5,1,3,2,3,0,0.0,0,1,0
1,1,45,0,173,2,5,0,1,2,0,5,2,5,5,4,4,4,2,0,0.0,0,1,0
1,1,32,1,3372,1,1,1,1,4,5,4,4,4,4,1,5,1,4,0,1.0,1,0,0
0,1,45,1,545,1,0,0,2,3,3,3,2,2,1,2,1,2,2,0,0.0,0,1,0
0,0,10,1,486,3,4,3,4,5,3,5,5,3,5,5,3,4,5,1,7.0,0,1,0
0,1,38,1,2434,4,4,4,4,5,3,3,4,4,3,4,2,4,1,0,0.0,1,0,0
0,1,55,0,666,5,4,5,1,3,4,4,4,4,5,4,3,4,5,8,2.0,0,1,0
0,1,50,1,1464,3,3,4,3,3,4,5,5,5,4,5,3,5,4,10,6.0,1,0,0
0,1,26,0,106,3,4,0,4,4,0,4,4,4,5,4,4,5,4,47,36.0,0,1,0
1,0,20,1,328,1,2,1,2,5,1,5,5,2,4,2,4,2,5,21,9.0,0,1,0
1,1,30,1,1389,5,5,5,5,4,4,4,4,3,3,4,3,4,4,6,0.0,1,0,0
1,1,16,0,285,2,4,2,1,1,2,1,1,3,3,4,4,4,1,0,0.0,0,1,0
1,1,39,1,1778,1,1,1,1,2,1,4,4,4,5,4,2,4,3,0,8.0,1,0,0
1,1,51,0,417,3,4,5,3,3,5,2,3,5,1,3,2,3,3,3,4.0,0,1,0
1,1,26,1,1670,3,5,5,5,3,3,1,3,4,2,4,1,3,3,7,15.0,0,1,0
1,1,11,0,140,1,1,1,2,3,1,3,3,4,3,2,4,3,3,4,8.0,0,1,0
0,1,10,1,2631,5,5,5,5,5,5,5,5,1,3,3,2,1,5,7,0.0,1,0,0
1,1,31,0,674,3,4,3,3,2,3,2,2,1,3,3,1,4,2,92,95.0,0,0,1
0,1,14,0,293,5,5,5,3,1,5,1,1,3,4,4,3,5,1,16,13.0,0,1,0
0,1,37,1,468,5,3,3,3,5,5,5,5,1,3,3,3,2,5,17,8.0,0,1,0
1,1,33,1,151,4,4,5,4,5,5,5,5,3,2,5,5,5,5,0,0.0,1,0,0
1,1,35,1,3659,1,4,3,4,4,3,3,1,1,1,1,3,1,4,46,32.0,1,0,0
1,1,35,0,101,2,4,2,3,5,2,5,5,5,3,5,3,4,5,0,17.0,0,1,0
0,1,52,1,852,5,4,4,4,5,5,5,5,5,5,5,1,5,2,0,0.0,0,0,1
0,1,54,0,2717,1,4,1,1,1,3,3,5,5,4,5,3,4,3,0,12.0,0,1,0
0,1,52,1,1774,3,3,3,3,2,2,5,4,4,4,4,3,4,4,0,0.0,1,0,0
1,0,26,1,359,5,5,5,3,5,5,5,5,4,4,4,3,4,5,11,4.0,1,0,0
0,0,20,1,1044,0,2,0,3,2,0,2,2,5,2,4,4,4,2,7,11.0,1,0,0
1,1,47,1,2158,5,5,5,5,3,5,5,4,4,5,4,4,4,3,0,0.0,1,0,0
1,1,51,1,2131,4,4,4,4,5,5,3,5,5,5,5,3,5,3,0,0.0,1,0,0
0,1,51,1,2506,4,4,4,4,4,5,4,4,4,4,4,4,4,3,55,56.0,1,0,0
0,1,64,1,331,5,3,3,3,2,1,4,5,5,5,5,1,5,4,38,35.0,0,0,1
0,0,28,1,1492,3,3,3,3,1,3,1,1,2,1,1,1,3,1,6,0.0,0,1,0
0,0,25,1,337,1,5,1,3,3,1,5,3,3,3,4,3,5,3,0,0.0,1,0,0
1,1,24,1,920,4,4,4,4,5,4,5,5,5,3,5,3,5,5,0,0.0,1,0,0
1,1,54,1,305,4,1,1,1,4,4,4,4,5,4,2,2,4,4,0,0.0,0,1,0
0,1,52,1,2740,2,2,2,2,5,4,5,4,4,5,4,4,4,5,52,57.0,1,0,0
1,0,21,1,221,5,0,5,1,5,5,5,5,4,5,2,5,5,5,9,0.0,0,1,0
0,1,39,1,187,1,1,1,1,2,4,4,3,3,4,4,3,3,3,0,0.0,1,0,0
0,1,48,1,3329,2,2,2,2,3,4,4,5,5,5,5,4,5,5,0,0.0,1,0,0
0,1,31,0,590,2,5,2,2,5,2,5,5,4,5,4,4,5,5,0,0.0,0,1,0
1,0,21,1,1013,2,2,2,4,1,2,1,1,3,3,4,5,4,1,0,0.0,0,1,0
0,1,41,0,265,3,3,0,2,2,0,2,2,4,4,5,3,4,2,49,77.0,0,1,0
0,1,29,1,2714,2,2,1,2,4,4,4,4,1,1,3,4,5,4,0,0.0,1,0,0
1,1,64,1,143,4,2,2,2,4,4,4,4,3,3,4,2,5,4,0,0.0,0,0,1
0,1,16,1,1517,4,4,4,4,5,5,5,5,3,5,4,1,4,5,0,0.0,1,0,0
1,1,43,1,909,2,2,2,2,4,4,5,5,5,5,5,3,5,5,0,0.0,1,0,0
1,1,56,1,406,4,4,4,4,2,4,4,4,4,5,4,5,4,3,19,4.0,1,0,0
0,1,77,1,290,2,5,5,5,3,4,4,2,2,2,2,3,2,3,0,0.0,0,0,1
1,1,10,0,1009,0,2,0,3,4,0,4,4,1,3,4,2,3,4,0,0.0,0,1,0
0,1,49,1,2279,3,3,3,3,5,5,5,4,3,3,4,5,5,5,0,6.0,1,0,0
0,1,48,1,3742,5,5,5,5,2,5,5,4,4,4,4,3,4,3,0,0.0,1,0,0
1,0,26,1,645,4,4,4,3,3,4,3,3,4,1,4,5,1,3,68,54.0,0,1,0
0,1,41,1,447,4,4,4,4,5,4,4,3,3,4,3,5,3,4,0,4.0,1,0,0
1,0,26,1,227,3,3,3,4,3,3,3,3,2,4,4,1,4,3,0,0.0,1,0,0
1,0,23,1,247,5,0,5,3,4,5,2,4,5,4,4,3,4,4,0,0.0,1,0,0
1,1,39,1,1853,5,5,5,5,2,4,5,4,4,4,4,5,4,4,0,22.0,1,0,0
0,1,31,1,391,0,0,0,2,3,0,3,3,1,2,3,1,2,3,0,0.0,0,1,0
0,1,42,0,328,2,2,2,4,3,4,4,4,4,2,1,3,4,2,0,0.0,0,0,1
1,1,40,1,2011,5,5,3,5,3,4,5,3,3,4,3,5,3,4,0,4.0,1,0,0
1,0,37,1,202,3,0,3,4,4,3,3,4,2,2,5,2,2,4,0,0.0,0,1,0
0,1,35,1,182,4,3,3,3,4,4,4,4,3,2,4,3,2,4,0,0.0,0,1,0
0,1,60,1,2201,5,5,2,5,5,5,5,4,5,5,5,5,4,5,138,179.0,1,0,0
1,1,52,1,2670,1,1,1,1,1,2,4,4,4,4,4,3,4,5,0,4.0,1,0,0
1,1,18,1,3282,4,4,3,4,4,4,4,4,1,5,3,3,1,4,0,0.0,1,0,0
1,1,53,1,3183,1,1,1,1,3,5,4,4,4,4,4,5,4,3,94,70.0,1,0,0
0,0,27,1,280,0,0,0,3,3,0,3,3,3,2,4,4,4,3,0,0.0,1,0,0
1,1,21,0,473,3,4,3,3,5,3,4,5,1,4,4,1,4,5,0,0.0,0,1,0
1,1,51,0,666,2,3,2,4,1,2,1,1,4,1,4,2,3,1,20,28.0,0,0,1
1,1,59,0,816,3,5,3,3,1,3,1,1,5,4,5,3,5,1,1,0.0,0,1,0
1,1,30,0,1139,2,4,3,3,4,3,4,4,1,2,4,1,4,4,24,17.0,0,1,0
1,1,57,1,1966,1,1,1,1,2,5,5,5,5,5,5,4,5,5,71,47.0,1,0,0
1,1,46,1,391,4,1,5,1,3,4,3,3,4,4,3,5,3,3,0,0.0,0,1,0
1,0,49,1,214,3,3,3,4,4,3,4,4,4,4,5,3,5,4,0,0.0,1,0,0
0,0,21,1,228,2,4,2,3,1,2,1,1,1,5,3,3,4,1,0,0.0,0,1,0
1,1,51,0,296,2,4,1,1,4,1,4,4,3,5,5,2,3,4,0,0.0,0,1,0
0,0,38,1,669,4,4,4,3,3,4,3,3,3,3,3,3,4,3,0,0.0,0,1,0
0,1,12,0,680,1,4,1,2,4,1,4,4,4,5,5,5,5,4,75,76.0,0,1,0
1,1,33,1,3789,4,3,5,3,4,4,4,4,4,3,4,3,4,4,0,0.0,1,0,0
1,1,25,1,583,4,4,4,4,4,4,4,4,4,2,5,5,5,4,7,0.0,1,0,0
1,0,39,1,89,4,4,4,3,4,4,4,4,4,2,3,3,3,4,0,0.0,1,0,0
0,1,54,1,2871,4,4,4,4,4,2,1,4,4,4,5,2,4,2,0,26.0,1,0,0
1,1,64,0,590,3,5,3,4,3,3,3,3,3,5,4,5,2,3,15,16.0,0,1,0
1,1,16,1,1546,3,3,3,3,3,3,2,3,2,1,3,3,4,3,17,7.0,0,1,0
1,1,38,0,1072,2,5,2,3,4,4,5,3,3,2,1,4,3,3,0,0.0,1,0,0
0,1,35,1,577,2,2,2,2,5,5,4,4,4,4,4,5,4,5,21,7.0,1,0,0
1,0,20,1,1411,4,4,4,4,4,4,4,4,3,3,4,3,4,4,0,0.0,0,1,0
0,1,48,1,2475,3,3,3,3,5,5,5,5,5,5,5,5,4,5,2,0.0,1,0,0
1,1,19,0,762,3,5,3,3,2,3,4,2,4,3,5,4,5,2,0,0.0,0,1,0
1,1,66,0,236,4,5,4,4,5,4,5,5,5,2,5,3,5,5,0,0.0,0,1,0
0,1,49,0,1172,2,5,2,3,4,5,5,5,5,2,3,5,5,4,0,0.0,0,0,1
1,1,50,1,1061,5,5,5,5,5,5,4,4,4,4,4,4,4,3,0,13.0,1,0,0
1,1,18,0,689,2,5,2,3,4,2,4,4,3,5,5,3,4,4,0,0.0,0,1,0
1,0,37,1,244,4,1,4,3,3,4,3,3,3,3,3,4,3,3,2,0.0,0,1,0
0,1,53,0,229,2,4,2,2,2,5,5,3,3,2,3,4,3,5,27,19.0,0,0,1
1,1,57,1,3519,2,2,2,2,2,5,4,5,5,5,5,4,5,5,29,26.0,1,0,0
0,1,37,1,404,1,1,1,1,1,1,1,1,3,3,3,3,3,1,0,7.0,0,0,1
