carat,depth,table,cut = Fair,cut = Good,cut = Ideal,cut = Premium,cut = Very Good,color = D,color = E,color = F,color = G,color = H,color = I,color = J,clarity = I1,clarity = IF,clarity = SI1,clarity = SI2,clarity = VS1,clarity = VS2,clarity = VVS1,clarity = VVS2
0.3,59.7,58.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,63.2,61.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,60.7,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.33,60.0,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.98,67.9,60.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.43,62.2,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.34,62.8,55.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,62.5,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,63.5,59.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.32,61.2,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.12,62.4,57.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.57,61.0,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.23,61.2,57.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.56,61.6,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,61.4,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0.3,62.2,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.01,63.5,56.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.21,63.3,58.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.22,60.2,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,63.4,59.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.44,61.3,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,61.8,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8,60.1,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.25,61.4,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,61.1,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,62.9,54.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.3,60.2,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.61,62.0,58.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.38,61.3,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.34,63.7,55.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.41,61.4,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.22,62.3,58.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.89,62.2,62.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.32,61.2,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0.58,62.3,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.53,60.6,57.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,63.6,58.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.29,62.7,55.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.13,61.9,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.62,62.6,58.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,61.7,59.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2.04,67.4,56.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.54,61.7,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0.56,60.5,59.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.15,63.0,57.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.34,61.5,55.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.2,61.6,61.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.73,59.3,61.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.66,62.1,55.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.4,61.8,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.4,63.0,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.09,61.4,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.56,59.5,61.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.41,62.3,53.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.72,62.8,60.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1.75,60.6,60.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2.28,63.3,54.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.79,58.8,62.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1.52,59.8,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2.0,61.5,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.81,63.5,55.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,58.9,60.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.26,62.2,58.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,63.0,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.53,62.3,58.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.71,62.7,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.2,62.2,58.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.22,61.8,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,63.3,57.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2.01,62.1,55.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0.73,62.4,56.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.35,65.9,54.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,61.2,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,64.2,58.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.24,59.9,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.25,59.8,58.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.37,61.5,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,62.5,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,63.4,58.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,62.1,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1.29,62.3,54.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.47,62.4,58.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.5,61.5,62.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.79,58.5,61.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.72,61.5,58.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.4,55.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,62.7,58.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.05,58.6,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.4,59.7,59.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2.0,62.9,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,61.4,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,62.3,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,62.2,54.1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.26,60.7,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.52,61.8,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.39,62.7,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.4,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.32,60.3,60.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.94,56.8,67.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.76,62.4,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1.52,62.4,55.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.31,62.1,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2.01,59.3,61.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.58,62.1,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1.01,61.5,58.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.3,60.9,57.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.54,60.0,58.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,63.1,57.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,62.4,60.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.18,61.3,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,62.0,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8,63.3,55.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,62.2,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.71,61.4,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2.01,63.0,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.31,61.0,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.33,61.6,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.04,62.6,53.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2.18,63.1,58.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.42,61.6,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.41,62.6,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.36,61.2,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.71,62.1,61.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.82,61.9,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.49,61.0,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,63.5,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,61.9,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,61.1,57.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.37,60.7,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.59,62.1,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.11,61.9,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.6,60.8,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0.51,62.5,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.05,61.3,58.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,60.3,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.71,61.3,55.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.59,62.3,55.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.27,62.2,54.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.31,61.7,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.3,61.4,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.56,62.6,54.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.26,62.1,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0.37,61.6,60.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,60.3,57.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.3,61.8,55.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,60.7,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.9,62.9,58.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.41,61.0,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71,61.1,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.54,60.8,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1.51,62.3,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,61.4,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.3,62.7,60.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,63.6,58.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.53,61.2,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.52,62.5,59.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.92,61.7,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0.3,62.9,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.09,62.5,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2,60.6,58.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.37,61.0,59.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.8,61.4,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.72,63.2,57.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.83,59.7,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.54,61.8,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1.05,62.0,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.92,62.8,56.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0.46,62.2,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.38,61.2,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,63.5,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.42,60.2,57.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.93,61.7,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.76,60.6,58.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,57.4,60.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.56,61.6,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.33,61.9,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.79,57.6,59.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.31,62.2,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.31,61.5,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1.52,62.2,55.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1.0,61.5,60.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,62.2,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1.11,60.7,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,64.8,55.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.0,63.5,59.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.41,61.4,59.2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,61.6,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.33,62.7,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.72,63.0,57.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.03,60.7,63.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.42,60.0,61.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.21,59.1,59.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.93,60.8,60.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.17,64.5,56.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2.29,62.3,57.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1.12,61.8,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.23,62.4,53.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.01,61.9,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.08,61.3,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.27,60.8,57.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0.9,62.6,58.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.74,59.0,55.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.9,62.9,58.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.9,61.5,56.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1.22,63.0,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.16,61.9,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1.22,62.0,58.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.82,61.3,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.02,64.6,59.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.39,60.8,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.4,61.6,59.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.34,62.2,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.76,60.6,60.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.01,62.3,53.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.23,58.1,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.35,61.4,54.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.56,62.6,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.58,61.9,54.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0.34,62.1,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.29,61.2,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0.31,61.6,55.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.3,61.8,54.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1.04,62.3,62.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.44,61.1,62.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0.3,62.1,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1.83,62.0,57.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.11,61.9,55.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.9,63.2,61.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.32,60.9,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0.31,61.1,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.3,62.5,58.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.41,61.6,56.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.43,60.9,59.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1.94,62.6,58.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.1,60.0,57.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0.43,61.5,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,65.2,61.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,63.4,57.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.33,62.0,56.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1.23,63.7,58.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.7,61.9,59.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0.23,63.3,56.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1.06,60.8,59.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.35,60.8,55.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.04,61.1,56.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2.15,59.7,60.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,60.7,56.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.32,62.0,58.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,57.6,65.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0.4,62.1,53.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.19,60.4,55.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.5,61.1,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.7,61.7,56.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.85,65.8,65.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.01,63.1,60.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0.9,62.0,57.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1.63,61.8,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1.15,61.6,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,64.3,63.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0.57,60.6,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.76,61.7,54.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0.31,62.2,55.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0.46,60.3,59.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,61.5,57.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3,61.8,56.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.01,62.7,56.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
