carat,cut,color,clarity,depth,table
0.57,Ideal,E,VS2,62.1,55.0
1.57,Ideal,H,I1,62.8,56.0
2.03,Ideal,F,SI2,62.4,57.0
0.57,Ideal,I,VS2,61.9,57.0
0.29,Very Good,D,SI2,59.7,56.0
1.23,Ideal,J,VS2,61.8,56.0
0.5,Ideal,G,VVS1,61.9,58.0
1.57,Very Good,I,VS2,60.3,58.0
1.01,Good,G,VS1,63.8,57.0
0.41,Ideal,I,SI1,61.6,56.0
0.3,Premium,E,VS2,62.6,62.0
0.32,Very Good,D,SI1,58.9,60.0
1.2,Very Good,I,VS1,63.1,58.0
0.42,Ideal,D,VVS2,62.1,55.0
0.4,Premium,D,SI2,62.1,60.0
0.72,Premium,G,VS2,62.4,57.0
1.13,Premium,H,SI1,61.2,59.0
0.31,Good,G,VS2,63.4,59.0
0.79,Very Good,E,SI1,60.4,59.0
0.7,Premium,F,VS2,60.9,61.0
1.02,Premium,F,SI1,59.2,58.0
0.33,Premium,H,VVS1,61.4,59.0
0.57,Ideal,G,VVS2,60.7,55.0
0.35,Ideal,F,VS2,61.5,57.0
1.28,Premium,J,SI2,62.3,58.0
0.33,Very Good,G,VVS1,61.8,55.0
0.71,Premium,D,SI1,61.3,58.0
1.04,Ideal,G,VS2,61.9,57.0
1.0,Good,I,SI1,58.0,58.0
1.02,Ideal,H,SI2,61.8,55.0
0.9,Premium,G,SI1,60.6,61.0
2.04,Very Good,I,SI2,62.5,52.0
0.32,Premium,H,SI2,61.8,55.0
0.9,Ideal,J,VS2,62.8,55.0
2.04,Ideal,I,SI1,61.0,57.0
1.74,Good,I,SI2,60.1,64.0
0.26,Ideal,F,SI1,61.8,55.0
2.26,Good,I,SI2,56.9,60.0
0.9,Very Good,G,SI2,64.2,56.0
0.31,Ideal,D,VS2,62.5,57.0
1.0,Very Good,H,VVS2,60.3,59.0
0.53,Ideal,G,VS2,62.5,55.0
0.25,Ideal,E,VS2,60.6,57.0
0.91,Premium,D,SI1,60.2,58.0
2.12,Ideal,F,SI2,62.3,57.0
1.2,Ideal,G,VVS1,63.1,56.0
0.36,Ideal,J,SI1,61.6,56.0
0.52,Good,F,SI1,63.8,56.0
0.3,Ideal,F,VVS2,61.5,58.0
1.0,Very Good,H,SI2,63.1,58.0
0.51,Ideal,G,VVS1,61.0,57.0
0.8,Fair,H,VS2,65.3,58.0
0.44,Premium,E,SI1,62.2,60.0
0.37,Ideal,F,VS2,61.1,57.0
1.07,Ideal,G,VS2,61.6,57.0
1.0,Ideal,G,VS2,62.4,59.0
0.35,Ideal,D,VVS1,61.0,55.0
0.5,Fair,J,VS1,66.8,57.0
0.32,Ideal,F,VS1,61.3,56.0
0.23,Fair,G,VVS2,61.4,66.0
1.6,Very Good,H,SI1,63.2,55.0
1.29,Ideal,D,I1,61.3,56.0
0.7,Ideal,E,VVS2,62.4,54.0
0.31,Premium,I,VS1,62.3,59.0
1.5,Good,G,SI1,63.7,59.0
0.7,Ideal,E,VS2,61.0,56.0
0.32,Premium,E,SI1,61.2,58.0
0.42,Ideal,H,VVS1,62.8,57.0
1.16,Fair,G,SI2,60.1,60.0
0.24,Very Good,F,VVS2,62.8,58.0
1.01,Fair,G,VS2,66.6,55.0
1.18,Ideal,E,VS1,62.4,54.0
0.96,Premium,I,SI2,59.1,62.0
0.71,Good,F,SI1,64.3,57.0
0.5,Very Good,I,SI1,62.4,58.0
0.42,Ideal,H,VVS1,61.8,55.0
2.11,Premium,G,SI2,62.2,60.0
1.31,Very Good,F,VS1,59.1,60.0
2.34,Very Good,H,I1,62.4,55.4
1.01,Very Good,E,SI2,63.5,55.0
0.32,Ideal,G,VS1,60.7,56.0
1.12,Premium,F,VVS2,62.4,59.0
0.41,Very Good,H,VS1,61.5,55.0
0.3,Premium,F,SI1,60.9,58.0
1.24,Premium,I,VS2,60.2,58.0
1.51,Very Good,F,VS2,62.5,58.0
0.43,Ideal,E,SI1,62.6,56.0
2.07,Ideal,G,SI2,62.2,54.0
1.02,Premium,F,SI1,62.6,58.0
0.43,Very Good,F,SI2,60.5,59.0
0.91,Ideal,F,SI2,61.7,56.0
1.52,Premium,E,SI1,60.2,58.0
0.74,Ideal,I,VS2,61.5,57.0
0.3,Ideal,F,VS1,62.2,56.0
2.26,Premium,H,SI2,61.1,57.0
0.53,Very Good,D,SI1,60.0,59.8
0.31,Premium,G,SI1,58.8,62.0
0.52,Ideal,G,VVS2,61.7,56.0
0.51,Premium,E,SI1,62.8,61.0
0.5,Very Good,H,SI1,60.9,61.0
0.71,Premium,F,SI2,62.1,60.0
0.84,Very Good,D,SI1,59.2,59.0
0.35,Ideal,E,VS2,62.1,56.0
0.9,Ideal,F,VS2,62.3,57.0
0.33,Very Good,I,VVS1,58.9,61.0
1.0,Very Good,G,VVS1,57.8,59.0
0.7,Very Good,D,SI1,63.5,58.0
0.57,Ideal,E,VS2,62.5,56.0
0.32,Ideal,F,VS1,61.9,56.0
0.83,Very Good,D,VS1,58.2,59.0
0.51,Good,H,SI1,63.7,56.0
1.14,Ideal,G,SI1,61.7,56.0
2.38,Premium,H,SI1,58.2,60.0
0.76,Ideal,J,VS2,61.7,56.0
2.38,Premium,J,VS2,62.1,58.0
1.53,Premium,H,SI1,59.5,59.0
0.51,Ideal,E,SI1,62.9,57.0
0.42,Ideal,F,VS1,60.9,57.0
0.52,Premium,F,SI2,62.7,57.0
1.01,Premium,G,VVS2,60.5,60.0
1.26,Premium,G,VVS2,62.7,58.0
0.93,Very Good,D,SI2,62.6,57.0
0.71,Ideal,F,VS1,61.5,57.0
0.36,Ideal,E,VS2,61.1,57.0
1.51,Premium,J,VVS2,62.5,59.0
0.39,Ideal,G,VVS1,62.4,53.6
0.5,Ideal,J,VS1,62.5,57.0
0.97,Ideal,F,I1,60.7,56.0
0.71,Ideal,D,VS2,62.4,56.0
0.34,Ideal,F,VS1,62.1,57.0
0.32,Premium,E,VVS1,60.5,58.0
2.01,Premium,H,SI1,61.8,58.0
0.3,Ideal,F,VS2,60.5,56.0
0.83,Very Good,I,VS1,61.1,60.0
2.01,Premium,J,VS2,60.5,60.0
0.43,Premium,H,SI2,62.8,58.0
1.01,Premium,E,SI2,59.5,59.0
2.3,Premium,I,VS2,61.8,60.0
0.37,Premium,F,VS2,61.2,58.0
0.42,Ideal,F,SI1,61.5,55.0
1.05,Ideal,J,SI2,62.3,54.0
1.0,Good,F,VS2,62.1,61.0
0.9,Very Good,E,VS1,60.7,61.0
0.36,Ideal,F,SI1,61.6,56.0
1.03,Ideal,H,SI1,61.7,57.0
0.38,Ideal,H,VVS2,62.3,53.3
0.42,Premium,E,VS2,62.8,59.0
0.9,Fair,E,SI2,64.5,57.0
2.01,Premium,E,SI2,62.0,61.0
0.91,Premium,F,SI2,62.5,56.0
1.01,Premium,I,SI2,61.7,60.0
0.61,Ideal,D,VVS2,62.2,54.0
0.4,Ideal,J,SI1,61.2,56.0
1.12,Ideal,E,SI1,61.6,55.0
1.22,Premium,I,SI1,62.3,58.0
0.34,Ideal,G,VVS2,62.1,55.0
0.42,Premium,D,SI2,62.0,59.0
0.38,Ideal,I,VVS2,62.0,55.0
1.7,Premium,I,VS2,60.7,59.0
0.32,Very Good,G,VS1,61.9,56.0
0.9,Good,F,SI1,62.6,58.0
0.52,Very Good,G,VS2,63.0,55.0
0.71,Premium,E,VVS1,61.8,56.0
0.4,Ideal,I,VS2,62.2,55.0
1.0,Premium,G,VS1,59.2,60.0
0.5,Very Good,H,VS2,63.0,55.0
0.71,Very Good,E,VVS1,57.9,61.0
0.75,Premium,E,SI1,62.8,56.0
0.34,Premium,G,VVS1,59.0,62.0
0.3,Premium,I,VS1,62.9,58.0
1.23,Ideal,G,VS1,62.0,56.0
0.59,Ideal,E,SI1,62.2,55.0
0.41,Good,D,SI1,63.2,58.0
0.3,Ideal,E,VS2,61.8,57.0
1.0,Premium,F,SI1,62.3,59.0
1.2,Premium,F,VVS2,60.5,60.0
0.41,Ideal,G,VS2,62.5,56.0
0.71,Ideal,G,VS2,60.6,56.0
1.01,Premium,F,SI1,62.7,54.0
0.28,Very Good,F,VS1,62.3,52.0
0.74,Fair,J,VS1,58.8,68.0
1.03,Premium,H,SI2,62.7,62.0
0.4,Premium,E,VS2,62.2,59.0
1.07,Ideal,I,VS1,62.0,57.0
1.53,Very Good,F,SI1,62.0,56.0
0.31,Good,G,VS1,63.3,57.0
2.09,Ideal,G,VS2,61.8,57.0
1.7,Premium,G,SI1,61.7,58.0
1.76,Ideal,I,VS1,62.0,57.0
0.66,Ideal,H,SI1,62.4,58.0
1.19,Premium,H,SI1,61.4,58.0
0.33,Very Good,G,VS1,63.1,57.0
0.83,Ideal,G,VVS1,61.9,56.0
0.64,Good,H,VS1,61.8,60.3
0.42,Ideal,D,VS2,62.4,55.0
1.52,Ideal,G,VS2,61.4,56.0
1.1,Very Good,E,SI2,63.0,56.0
0.41,Ideal,H,VS1,62.7,56.0
1.04,Premium,I,SI1,60.7,59.0
0.3,Ideal,G,IF,62.0,55.0
0.91,Good,G,VVS2,64.1,58.0
0.38,Very Good,E,VVS2,59.7,63.0
0.5,Ideal,E,SI1,60.1,57.0
1.51,Ideal,E,VS2,61.7,55.0
0.77,Very Good,G,VS2,61.3,60.0
0.33,Ideal,E,VVS2,62.1,54.0
1.25,Very Good,G,VVS1,60.6,60.0
1.2,Very Good,H,SI2,60.7,60.0
0.5,Ideal,F,VVS1,62.0,58.0
1.0,Premium,H,SI2,61.3,58.0
1.9,Fair,H,SI2,67.1,64.0
0.51,Ideal,F,VS1,61.6,55.0
1.26,Premium,F,SI1,62.3,58.0
1.04,Fair,D,SI2,65.8,58.0
0.9,Very Good,E,SI2,63.2,61.0
1.2,Ideal,H,VS1,61.9,57.0
0.52,Ideal,E,VS2,62.2,56.0
0.92,Very Good,H,SI1,60.6,60.0
2.0,Very Good,J,VS2,60.7,60.0
1.24,Very Good,I,SI1,60.4,58.0
0.3,Very Good,H,VVS1,61.3,61.0
0.56,Ideal,D,VS1,62.6,59.0
0.33,Ideal,D,VS2,60.9,55.0
0.71,Good,E,SI1,59.2,61.0
0.41,Ideal,G,VVS1,61.5,57.0
1.02,Ideal,D,SI1,61.7,56.0
0.9,Good,F,SI2,58.0,57.0
1.2,Very Good,J,VS1,62.9,60.0
0.82,Ideal,G,VS1,61.5,56.0
1.01,Very Good,E,SI1,58.2,59.0
0.96,Fair,F,I1,62.9,66.0
0.31,Premium,F,VS2,62.3,59.0
0.64,Very Good,D,VS2,62.2,58.0
0.4,Premium,E,VS2,61.9,59.0
0.41,Ideal,J,VS2,61.7,55.0
1.05,Very Good,H,VS1,63.4,57.0
1.17,Ideal,G,VS2,61.4,56.0
0.74,Premium,D,VS2,59.3,60.0
1.01,Very Good,E,VS1,63.9,58.0
0.5,Ideal,E,VS2,62.7,55.0
0.57,Good,F,SI1,63.2,55.0
0.72,Ideal,F,VVS1,61.8,57.0
0.73,Ideal,E,VVS2,62.0,57.0
0.51,Ideal,E,SI2,61.3,61.0
0.28,Very Good,E,VS1,62.2,59.0
0.51,Fair,G,SI1,64.5,56.0
0.31,Ideal,D,VS2,62.2,56.0
0.54,Ideal,G,SI2,62.3,58.0
0.4,Ideal,G,VVS1,61.7,55.0
0.72,Ideal,D,VS2,60.9,55.0
0.7,Very Good,H,SI1,62.8,57.0
1.5,Premium,J,SI1,61.7,59.0
1.2,Ideal,H,SI1,62.2,56.0
1.83,Very Good,E,SI2,62.0,57.0
0.24,Ideal,F,IF,61.6,57.0
1.7,Very Good,F,VS2,60.8,60.0
0.3,Very Good,D,VS1,59.7,58.0
0.51,Good,E,SI1,63.2,61.0
0.34,Ideal,H,SI1,60.7,56.0
0.33,Very Good,G,SI2,60.0,56.0
0.98,Fair,H,SI2,67.9,60.0
0.43,Very Good,G,VVS2,62.2,55.0
0.34,Very Good,D,SI1,62.8,55.0
0.7,Ideal,I,VS2,62.5,56.0
0.3,Good,H,VS2,63.5,59.0
0.32,Ideal,E,VVS2,61.2,57.0
1.12,Ideal,J,SI1,62.4,57.0
0.57,Ideal,G,VS2,61.0,55.0
1.23,Premium,H,SI2,61.2,57.0
0.56,Ideal,E,VS2,61.6,57.0
0.31,Premium,H,VVS2,61.4,58.0
0.3,Premium,D,SI2,62.2,59.0
1.01,Very Good,F,SI2,63.5,56.0
1.21,Very Good,H,VS1,63.3,58.0
1.22,Ideal,I,SI1,60.2,57.0
1.01,Good,H,SI1,63.4,59.0
0.44,Premium,G,VVS2,61.3,60.0
0.41,Ideal,E,VS1,61.8,55.0
0.8,Ideal,G,VS2,60.1,57.0
0.25,Ideal,H,IF,61.4,57.0
0.3,Ideal,G,VS1,61.1,56.0
0.33,Very Good,D,VS2,62.9,54.0
1.3,Premium,G,VVS2,60.2,58.0
0.61,Very Good,G,SI1,62.0,58.0
0.38,Ideal,F,SI1,61.3,55.0
0.34,Good,E,SI2,63.7,55.0
0.41,Ideal,E,VVS2,61.4,56.0
1.22,Ideal,I,SI1,62.3,58.0
0.89,Premium,I,VS1,62.2,62.0
0.32,Ideal,F,IF,61.2,57.0
0.58,Ideal,H,VS1,62.3,57.0
0.53,Ideal,D,VS2,60.6,57.0
0.9,Very Good,J,SI2,63.6,58.0
1.29,Premium,D,SI1,62.7,55.0
1.13,Ideal,I,VS1,61.9,55.0
1.62,Very Good,H,VS2,62.6,58.0
0.71,Very Good,D,SI1,61.7,59.0
2.04,Fair,E,SI2,67.4,56.0
0.54,Ideal,H,VVS1,61.7,57.0
0.56,Very Good,G,VS1,60.5,59.0
1.15,Premium,D,SI1,63.0,57.0
0.34,Premium,F,VS1,61.5,55.0
1.2,Very Good,F,VS1,61.6,61.0
0.73,Very Good,F,SI1,59.3,61.0
0.66,Ideal,J,VS2,62.1,55.0
0.4,Ideal,G,SI2,61.8,56.0
1.4,Ideal,H,VS2,63.0,56.0
1.09,Ideal,H,VS2,61.4,57.0
0.56,Very Good,F,VVS2,59.5,61.0
0.41,Premium,D,VVS1,62.3,53.0
0.72,Very Good,G,SI1,62.8,60.0
1.75,Premium,D,SI2,60.6,60.0
2.28,Very Good,H,SI2,63.3,54.0
0.79,Very Good,J,SI1,58.8,62.0
1.52,Very Good,H,VS1,59.8,57.0
2.0,Ideal,H,SI2,61.5,57.0
0.81,Very Good,G,VVS2,63.5,55.0
0.41,Very Good,G,VS1,58.9,60.0
1.26,Ideal,J,VS1,62.2,58.0
1.0,Premium,E,VS1,63.0,60.0
0.53,Ideal,J,SI2,62.3,58.0
0.71,Ideal,E,VS1,62.7,57.0
1.2,Very Good,G,VS2,62.2,58.0
1.22,Ideal,I,SI2,61.8,57.0
1.01,Very Good,H,VVS2,63.3,57.0
2.01,Ideal,I,SI2,62.1,55.0
0.73,Very Good,I,VS1,62.4,56.0
0.35,Fair,G,VS2,65.9,54.0
1.01,Ideal,H,SI1,61.2,56.0
1.01,Good,F,SI1,64.2,58.0
0.24,Very Good,F,VS1,59.9,58.0
1.25,Premium,J,VS2,59.8,58.0
0.37,Ideal,G,VS2,61.5,56.0
0.3,Ideal,F,VS2,62.5,55.0
0.41,Very Good,E,SI2,63.4,58.0
0.3,Ideal,E,VS1,62.1,57.0
1.29,Ideal,F,VS1,62.3,54.4
0.47,Very Good,J,SI1,62.4,58.0
0.5,Premium,E,SI1,61.5,62.0
0.79,Very Good,F,SI1,58.5,61.0
0.72,Ideal,F,SI1,61.5,58.0
0.31,Premium,F,VS2,61.4,55.0
1.0,Very Good,F,SI2,62.7,58.0
2.05,Premium,E,SI2,58.6,59.0
0.4,Premium,J,VS1,59.7,59.0
2.0,Premium,G,SI2,62.9,58.0
0.3,Ideal,E,VS2,61.4,56.0
0.3,Very Good,E,VS2,62.3,57.0
0.38,Ideal,E,IF,62.2,54.1
1.26,Ideal,G,VVS2,60.7,56.0
0.52,Premium,F,VVS2,61.8,60.0
1.39,Premium,E,SI2,62.7,58.0
0.3,Premium,F,VVS2,61.4,59.0
1.32,Premium,I,SI1,60.3,60.0
0.94,Fair,F,SI1,56.8,67.0
0.76,Ideal,H,SI1,62.4,55.0
1.52,Premium,E,VS1,62.4,55.0
0.31,Ideal,G,VVS1,62.1,55.0
2.01,Very Good,E,SI2,59.3,61.0
0.58,Ideal,I,VVS1,62.1,56.0
1.01,Ideal,G,IF,61.5,58.0
0.3,Ideal,E,VVS2,60.9,57.0
0.54,Premium,D,SI1,60.0,58.0
0.9,Good,F,VS2,63.1,57.0
0.4,Premium,H,VS1,62.4,60.0
1.18,Ideal,G,VS1,61.3,56.0
0.32,Ideal,E,SI2,62.0,55.0
0.8,Good,F,VS1,63.3,55.0
1.01,Ideal,E,SI2,62.2,55.0
0.71,Ideal,F,SI1,61.4,55.0
2.01,Premium,F,SI1,63.0,59.0
0.31,Ideal,G,VS1,61.0,56.0
0.33,Ideal,F,VS2,61.6,56.0
1.04,Ideal,E,SI1,62.6,53.0
2.18,Very Good,G,SI2,63.1,58.0
0.42,Ideal,F,VS1,61.6,55.0
0.41,Ideal,F,VS1,62.6,55.0
0.36,Very Good,H,SI2,61.2,55.0
0.71,Very Good,H,SI1,62.1,61.0
0.82,Ideal,F,VS2,61.9,57.0
0.49,Premium,G,VS2,61.0,59.0
0.3,Very Good,F,SI1,63.5,57.0
0.7,Premium,G,SI2,61.9,58.0
0.31,Very Good,D,SI1,61.1,57.0
0.37,Ideal,G,VVS2,60.7,55.0
0.59,Ideal,G,VS1,62.1,55.0
1.11,Ideal,G,SI1,61.9,57.0
0.6,Premium,G,SI1,60.8,58.0
0.51,Premium,G,VS1,62.5,58.0
1.05,Premium,G,SI2,61.3,58.0
0.7,Very Good,F,SI1,60.3,57.0
0.71,Ideal,E,SI1,61.3,55.0
0.59,Very Good,H,VVS2,62.3,55.0
1.27,Ideal,J,VVS2,62.2,54.0
0.31,Premium,H,IF,61.7,58.0
0.3,Ideal,H,VS2,61.4,57.0
0.56,Ideal,E,VVS2,62.6,54.0
0.26,Very Good,G,VS1,62.1,56.0
0.37,Premium,I,VS2,61.6,60.0
1.01,Premium,D,SI2,60.3,57.0
0.3,Ideal,D,VS2,61.8,55.0
0.38,Premium,E,VS1,60.7,59.0
0.9,Ideal,I,VS1,62.9,58.0
0.41,Ideal,E,VVS2,61.0,56.0
0.71,Ideal,F,VS1,61.1,57.0
0.54,Ideal,I,IF,60.8,56.0
1.51,Ideal,H,SI2,62.3,58.0
0.31,Ideal,F,VVS1,61.4,55.0
0.3,Very Good,E,SI1,62.7,60.0
0.5,Good,F,VS2,63.6,58.0
1.53,Ideal,H,SI2,61.2,56.0
0.52,Premium,I,SI1,62.5,59.0
0.92,Ideal,I,SI1,61.7,56.0
0.3,Premium,G,VS1,62.9,60.0
1.09,Premium,E,SI1,62.5,59.0
1.2,Premium,H,VS2,60.6,58.0
0.37,Premium,E,VS2,61.0,59.0
0.8,Ideal,G,VVS2,61.4,57.0
0.72,Very Good,F,VS1,63.2,57.0
0.83,Premium,D,SI1,59.7,59.0
0.54,Ideal,H,VVS1,61.8,55.0
1.05,Ideal,F,SI1,62.0,55.0
0.92,Very Good,F,SI2,62.8,56.0
0.46,Premium,E,VS2,62.2,58.0
0.38,Ideal,F,VS2,61.2,57.0
0.3,Very Good,I,VS1,63.5,57.0
0.42,Ideal,I,VVS1,60.2,57.0
0.93,Premium,G,SI2,61.7,60.0
0.76,Premium,D,VS1,60.6,58.0
1.0,Good,G,SI2,57.4,60.0
1.56,Ideal,H,VS2,61.6,57.0
0.33,Ideal,G,IF,61.9,54.0
0.79,Good,J,VS2,57.6,59.0
0.31,Very Good,I,VVS2,62.2,57.0
1.31,Ideal,H,VS1,61.5,56.0
1.52,Very Good,J,VS1,62.2,55.0
1.0,Premium,D,SI1,61.5,60.0
0.3,Premium,G,VS2,62.2,60.0
1.11,Premium,F,VS1,60.7,59.0
1.01,Fair,F,SI2,64.8,55.0
2.0,Good,I,VS2,63.5,59.0
0.41,Very Good,G,VS2,61.4,59.2
0.3,Ideal,F,VVS2,61.6,55.0
0.33,Premium,I,VS1,62.7,58.0
0.72,Premium,D,SI1,63.0,57.0
1.03,Very Good,E,SI2,60.7,63.0
0.42,Premium,D,SI2,60.0,61.0
1.21,Very Good,H,VS2,59.1,59.0
0.93,Very Good,D,SI1,60.8,60.0
1.17,Fair,E,VS2,64.5,56.0
2.29,Ideal,J,SI2,62.3,57.0
1.12,Premium,F,VS1,61.8,59.0
0.23,Very Good,D,VVS2,62.4,53.0
1.01,Ideal,G,VS2,61.9,56.0
2.08,Ideal,H,SI1,61.3,56.0
0.27,Very Good,J,VVS2,60.8,57.0
0.9,Premium,D,SI1,62.6,58.0
0.74,Premium,E,SI2,59.0,55.0
0.9,Good,D,VVS1,62.9,58.0
0.9,Very Good,G,VS1,61.5,56.0
1.22,Premium,F,VS2,63.0,60.0
1.16,Ideal,G,SI2,61.9,56.0
1.22,Ideal,H,VS2,62.0,58.0
0.82,Ideal,F,SI1,61.3,55.0
1.02,Fair,F,VVS1,64.6,59.0
0.39,Ideal,I,VVS2,60.8,56.0
1.4,Very Good,I,VS1,61.6,59.0
0.34,Ideal,G,VS2,62.2,57.0
0.76,Premium,F,IF,60.6,60.0
1.01,Ideal,D,VVS2,62.3,53.0
0.23,Premium,G,VVS2,58.1,59.0
0.35,Ideal,F,VS2,61.4,54.0
0.56,Ideal,F,VS2,62.6,55.0
0.58,Ideal,F,VS1,61.9,54.0
0.34,Ideal,G,VVS1,62.1,55.0
1.29,Ideal,H,VS1,61.2,57.0
0.31,Ideal,D,VS2,61.6,55.0
0.3,Very Good,E,IF,61.8,54.0
1.04,Good,E,SI2,62.3,62.0
1.44,Premium,E,I1,61.1,62.0
0.3,Ideal,F,IF,62.1,57.0
1.83,Premium,E,SI2,62.0,57.0
1.11,Ideal,G,IF,61.9,55.0
0.9,Good,F,SI1,63.2,61.0
0.32,Ideal,H,SI2,60.9,56.0
0.31,Premium,I,VS2,61.1,58.0
0.3,Premium,E,VS2,62.5,58.0
0.41,Premium,G,VVS2,61.6,56.0
0.43,Premium,G,IF,60.9,59.0
1.94,Premium,F,SI1,62.6,58.0
1.1,Ideal,F,VS2,60.0,57.0
0.43,Ideal,E,SI1,61.5,56.0
0.9,Fair,E,VS2,65.2,61.0
0.31,Very Good,E,SI1,63.4,57.0
0.33,Ideal,G,VVS1,62.0,56.0
1.23,Good,D,I1,63.7,58.0
0.7,Premium,F,SI1,61.9,59.0
0.23,Good,E,VVS2,63.3,56.0
1.06,Premium,H,VS2,60.8,59.0
0.35,Ideal,F,VVS2,60.8,55.0
1.04,Ideal,H,SI2,61.1,56.0
2.15,Premium,G,SI2,59.7,60.0
0.7,Ideal,D,SI1,60.7,56.0
0.32,Premium,I,VS1,62.0,58.0
1.0,Good,E,SI1,57.6,65.0
0.4,Ideal,D,VS2,62.1,53.0
1.19,Ideal,D,SI2,60.4,55.0
0.5,Premium,D,SI1,61.1,59.0
0.7,Ideal,E,VS2,61.7,56.0
0.85,Fair,I,SI1,65.8,65.0
1.01,Very Good,G,I1,63.1,60.0
0.9,Ideal,H,VVS2,62.0,57.0
1.63,Ideal,I,VS2,61.8,56.0
1.15,Ideal,H,SI1,61.6,55.0
0.9,Good,J,SI1,64.3,63.0
0.57,Premium,D,VS1,60.6,59.0
0.76,Ideal,G,VS2,61.7,54.0
0.31,Ideal,H,VS2,62.2,55.0
0.46,Very Good,E,VS1,60.3,59.2
0.3,Ideal,G,VVS2,61.5,57.0
0.3,Ideal,I,VVS2,61.8,56.0
1.01,Very Good,F,SI1,62.7,56.0
0.3,Ideal,D,VS2,61.0,55.0
0.3,Premium,G,SI1,59.7,60.0
1.01,Premium,D,SI2,58.0,60.0
0.91,Good,I,SI1,64.2,59.0
0.7,Ideal,H,SI1,60.6,57.0
0.3,Premium,D,VS2,62.2,60.0
1.03,Premium,E,VVS2,59.7,56.0
1.52,Premium,J,VS1,62.4,59.0
0.31,Ideal,E,SI1,62.7,54.0
0.31,Premium,H,VS1,61.8,61.0
0.54,Ideal,F,VS2,60.1,56.0
1.04,Premium,G,SI2,62.6,58.0
0.52,Very Good,E,VS2,62.5,58.0
1.02,Good,E,SI2,64.2,59.0
1.03,Ideal,H,I1,61.5,57.0
0.34,Ideal,G,IF,61.3,56.0
0.61,Ideal,H,VS1,61.6,56.9
0.31,Ideal,G,VS1,61.4,56.0
1.06,Premium,F,SI1,61.9,58.0
1.06,Ideal,F,VVS2,61.1,57.0
0.42,Ideal,F,SI1,61.6,56.0
0.56,Premium,E,VS2,61.8,59.0
1.07,Ideal,E,VVS2,62.3,56.0
0.82,Premium,I,SI1,62.6,57.0
2.0,Premium,H,SI1,63.0,56.0
0.32,Premium,E,VVS1,60.8,59.0
0.31,Very Good,G,SI1,58.8,62.0
1.05,Ideal,G,VVS1,61.2,57.0
0.39,Premium,H,SI2,62.4,59.0
2.11,Premium,G,SI2,62.2,58.0
2.09,Ideal,I,SI1,61.4,56.0
0.24,Ideal,H,VVS2,61.5,57.0
1.71,Premium,I,SI1,60.2,58.0
0.71,Premium,D,VVS1,59.7,59.0
1.04,Good,J,VS2,57.4,60.0
0.42,Ideal,E,VS1,60.9,57.0
0.7,Good,F,VS1,64.0,57.0
0.7,Ideal,F,VVS2,61.5,56.0
2.2,Premium,I,VS2,58.9,60.0
0.7,Good,E,VS2,63.8,56.0
0.51,Ideal,H,SI2,61.8,53.0
0.73,Ideal,E,VS1,62.3,56.0
0.43,Ideal,J,IF,62.4,56.0
1.22,Premium,D,VS2,62.0,60.0
1.53,Premium,E,VS2,61.6,58.0
1.25,Ideal,F,VS2,61.6,55.0
0.77,Very Good,I,VS1,62.6,55.0
1.04,Ideal,H,SI2,62.1,56.0
0.38,Ideal,D,VVS1,60.7,57.0
0.82,Ideal,F,SI1,62.6,56.0
0.7,Very Good,J,SI2,63.2,60.0
1.05,Very Good,J,SI1,62.5,58.0
0.72,Very Good,F,VS2,61.6,58.0
1.51,Premium,F,VS2,61.9,59.0
0.64,Premium,F,SI1,60.1,60.0
1.03,Ideal,E,VS1,61.7,56.0
0.32,Premium,H,SI1,62.0,58.0
0.71,Ideal,D,VS2,59.9,57.0
0.56,Premium,E,VS2,61.1,59.0
1.2,Good,E,SI1,59.9,64.0
1.15,Very Good,D,SI2,63.5,58.0
1.71,Premium,J,VS2,60.3,61.0
0.4,Very Good,E,VVS1,62.8,57.0
0.71,Ideal,E,VS2,62.5,56.0
0.3,Premium,D,VS2,62.9,58.0
1.0,Ideal,G,SI1,63.0,55.0
0.51,Ideal,F,IF,62.4,55.0
0.5,Good,E,SI1,63.7,56.0
1.0,Premium,H,VS2,62.4,59.0
0.93,Good,J,VS2,63.6,61.0
1.62,Premium,G,VS1,60.7,58.0
0.91,Very Good,D,VS2,59.6,58.0
0.7,Very Good,E,SI1,62.7,55.0
0.3,Very Good,G,VVS1,60.7,56.0
0.3,Ideal,G,VVS2,62.2,54.0
0.6,Ideal,F,VVS2,61.8,57.0
1.17,Good,D,SI2,60.4,65.0
0.5,Ideal,D,VS2,62.4,55.0
0.52,Ideal,D,VVS2,59.9,57.0
0.45,Very Good,E,SI1,62.8,58.0
0.27,Very Good,E,VVS1,60.0,58.0
1.25,Ideal,H,SI1,62.4,55.0
1.04,Premium,H,SI1,59.5,58.0
0.77,Very Good,D,SI1,62.1,58.0
0.32,Ideal,G,VVS1,61.9,56.0
0.34,Very Good,G,VS1,62.2,55.0
0.31,Premium,G,VVS2,62.9,58.0
0.32,Ideal,F,IF,60.3,58.0
0.36,Ideal,E,VS2,61.9,56.0
0.5,Good,F,VS2,59.7,63.0
0.5,Ideal,E,VS1,62.2,57.0
1.0,Good,E,SI2,61.0,61.0
0.31,Ideal,D,VS2,61.8,55.0
0.34,Premium,I,SI1,62.7,58.0
