company,type,inches,cpu,gpu,op_sys,price_EUR,touch_screen,hd_category,ram,memory_SSD,memory_HDD,weight
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1561.0,0,FullHD,8,256,0,2.59
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2868.99,0,UHD,16,256,1024,4.42
Acer,Notebook,15.6,Intel Core i5,Intel HD,Windows,599.0,0,HD,4,256,0,2.1
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1048.0,0,FullHD,8,128,1024,2.5
Dell,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1859.0,0,FullHD,16,256,0,1.18
Other,Ultrabook,12.3,Intel Core i5,Intel HD,Other,1559.0,1,FullHD,8,256,0,1.1
Asus,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1129.0,0,QuadHD,8,256,0,1.2
Dell,Notebook,13.3,Intel Core i3,Intel HD,Windows,849.0,0,HD,4,0,500,1.65
Acer,Notebook,13.3,Intel Core i5,Intel HD,Windows,655.0,0,HD,4,128,0,1.6
Asus,Notebook,17.3,Intel Pentium,Nvidia GeForce,Windows,470.34,0,HD,4,0,1024,2.8
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1099.0,1,UHD,16,128,1024,2.72
Other,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1599.0,1,FullHD,8,256,0,1.31
Acer,Notebook,15.6,Intel Pentium,Intel HD,Linux,298.0,0,HD,4,0,1024,2.1
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,1181.27,0,FullHD,16,256,0,2.3
Other,2 in 1 Convertible,15.0,Intel Core i7,AMD Radeon 5,Windows,1799.0,1,FullHD,16,256,0,1.71
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,1020.0,0,HD,4,128,0,1.75
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1099.0,0,FullHD,8,0,1024,2.62
HP,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1244.0,0,HD,4,256,0,1.26
Asus,2 in 1 Convertible,15.6,Intel Core i7,Nvidia GeForce,Windows,839.0,1,FullHD,12,0,2048,2.3
Lenovo,Notebook,15.6,Intel Core i7,Nvidia Quadro,Windows,2370.0,0,UHD,16,512,0,2.5
Acer,Notebook,14.0,Intel Core i3,Intel HD,Windows,636.0,0,FullHD,4,128,0,1.8
Other,Gaming,14.0,Intel Core i7,Nvidia GeForce GTX,Windows,2899.0,0,FullHD,16,512,0,1.95
Asus,Notebook,15.6,Intel Pentium,Intel HD,Windows,581.9,0,FullHD,8,128,0,2.0
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3588.8,0,FullHD,32,1024,1024,4.42
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2350.0,0,FullHD,16,256,1024,4.3
Toshiba,Ultrabook,14.0,Intel Core i7,Nvidia GeForce,Windows,1764.0,0,FullHD,16,512,0,1.47
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,No OS,329.0,0,HD,8,0,1024,2.2
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2299.0,0,FullHD,16,512,0,1.7
MSI,Gaming,14.0,Intel Core i7,Nvidia GeForce GTX,Windows,1891.0,0,FullHD,16,256,1024,1.6
MSI,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1089.0,0,FullHD,8,128,1024,2.2
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,999.0,0,FullHD,4,0,1024,2.4
Acer,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2299.0,0,FullHD,16,256,1024,4.2
Dell,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,985.0,0,FullHD,8,256,0,2.62
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1339.0,0,FullHD,8,128,1024,2.24
Other,Notebook,14.0,Intel Celeron,Intel HD,Windows,202.9,0,FullHD,4,0,0,1.22
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1970.0,1,FullHD,8,512,0,1.37
Lenovo,2 in 1 Convertible,15.6,Intel Core i5,AMD Radeon R,Windows,959.0,1,FullHD,8,256,0,2.08
Apple,Ultrabook,12.0,Intel Core M,Intel HD,Other,1165.0,0,FullHD,8,0,0,0.92
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,Intel HD,Windows,2330.0,1,QuadHD,8,256,0,1.42
Asus,Notebook,14.0,Intel Celeron,Intel HD,Windows,299.0,0,HD,4,0,0,1.63
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,810.0,0,HD,8,128,0,1.95
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,Intel HD,Windows,1349.0,1,FullHD,8,256,0,1.38
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,739.0,0,FullHD,8,256,0,2.0
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2064.9,0,FullHD,8,256,0,3.14
Asus,Notebook,15.6,Intel Core i5,Intel HD,Windows,1099.0,0,FullHD,8,256,0,2.37
Dell,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1499.0,0,FullHD,8,256,0,1.29
Dell,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1749.0,1,UHD,8,256,0,2.06
Dell,Netbook,11.6,Intel Pentium,Intel HD,Windows,744.0,0,HD,4,128,0,1.63
HP,Netbook,12.5,Intel Core i5,Intel HD,Windows,1389.0,0,HD,8,256,0,1.26
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,780.0,0,HD,4,0,500,2.1
HP,Notebook,15.6,AMD,AMD Radeon R,Windows,629.0,0,HD,8,0,2048,2.04
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1679.0,0,UHD,16,512,0,2.62
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,609.0,0,FullHD,4,0,1024,2.4
HP,Gaming,17.3,Intel Core i7,AMD Radeon R,Windows,1749.0,0,FullHD,12,0,1024,3.74
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2415.0,0,FullHD,16,512,1024,2.9
Other,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1499.0,0,FullHD,8,256,0,0.81
Dell,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,961.0,0,FullHD,8,0,1024,1.98
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,789.81,0,FullHD,8,256,0,2.18
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1859.0,0,FullHD,8,256,0,1.32
Other,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1799.0,1,UHD,16,512,0,1.29
HP,Netbook,11.6,Intel Celeron,Intel HD,Other,385.0,0,HD,4,0,0,1.23
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2505.02,0,FullHD,16,128,1024,4.36
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,755.0,0,HD,4,0,500,1.76
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,Windows,489.9,0,HD,4,0,500,2.1
Toshiba,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,1090.0,0,HD,4,128,0,1.25
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2499.0,0,FullHD,8,512,0,1.13
MSI,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1199.0,0,FullHD,8,256,0,2.4
Lenovo,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,1875.0,0,FullHD,8,0,0,1.13
Toshiba,Notebook,14.0,Intel Pentium,Intel HD,Windows,499.0,0,HD,4,128,0,1.75
Asus,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1358.0,1,FullHD,8,256,0,1.1
Dell,Notebook,14.0,Intel Core i3,Intel HD,Windows,585.0,0,HD,4,0,500,1.76
Acer,Netbook,11.6,Intel Celeron,Intel HD,Other,355.0,0,HD,4,0,0,1.35
Acer,Notebook,14.0,Intel Core i3,Intel HD,Windows,619.0,0,FullHD,8,128,0,1.5
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2099.0,0,QuadHD,16,512,0,1.1
Asus,Notebook,15.6,Intel Core i5,Nvidia GeForce,Linux,519.0,0,FullHD,4,0,1024,2.1
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1186.0,0,FullHD,8,256,0,1.7
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1650.0,0,FullHD,8,256,0,1.32
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,2774.63,0,FullHD,16,256,1024,3.21
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2419.0,0,FullHD,16,256,1024,2.9
Toshiba,Notebook,15.6,Intel Core i3,Intel HD,Windows,669.0,0,HD,4,0,500,2.0
Lenovo,Notebook,14.0,Intel Celeron,Intel HD,Other,325.0,0,HD,4,0,0,1.5
Asus,Notebook,15.6,Intel Core i5,Intel HD,Windows,590.0,0,FullHD,8,0,128,2.3
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1799.0,0,FullHD,16,512,1024,2.73
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3072.89,0,FullHD,32,512,1024,4.42
HP,Notebook,17.3,Intel Core i5,Nvidia GeForce,Windows,910.0,0,HD,8,0,1024,2.63
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,713.99,0,HD,8,128,0,2.18
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1870.0,0,FullHD,8,512,0,1.54
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,739.0,0,FullHD,4,256,0,2.18
HP,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Other,615.0,1,HD,4,0,0,1.4
Asus,Ultrabook,13.3,Intel Core i5,Nvidia GeForce,Windows,1026.0,0,FullHD,8,512,0,1.45
HP,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,2277.0,1,FullHD,8,256,0,1.28
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1468.0,0,FullHD,8,512,0,1.54
HP,Notebook,15.6,Intel Celeron,Intel HD,No OS,299.0,0,HD,4,128,0,1.86
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1899.0,0,FullHD,16,128,1024,2.1
Dell,Notebook,17.3,Intel Core i7,AMD Radeon R,Linux,865.0,0,FullHD,8,0,1024,2.83
Lenovo,Ultrabook,14.0,Intel Core i7,Nvidia GeForce,Windows,1903.0,0,FullHD,8,256,0,1.96
Asus,Notebook,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,787.0,0,FullHD,8,256,0,2.3
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,945.0,0,FullHD,8,128,0,1.9
Asus,Notebook,15.6,Intel Pentium,Intel HD,Windows,449.0,0,HD,4,0,1024,2.0
HP,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,2559.0,1,FullHD,8,256,0,1.28
Dell,Notebook,13.3,Intel Core i5,Intel HD,Windows,649.0,1,FullHD,8,0,1024,1.62
Lenovo,Notebook,15.6,Intel Core i3,Intel HD,No OS,469.0,0,FullHD,4,0,1024,2.2
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,850.66,0,FullHD,8,0,1024,2.3
HP,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,1349.0,0,FullHD,8,256,0,1.84
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1285.0,0,FullHD,4,128,0,1.05
Lenovo,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,No OS,1017.0,0,FullHD,8,0,1024,2.5
Dell,Ultrabook,13.3,Intel Core i7,Other,Windows,2240.0,1,QuadHD,16,512,0,1.29
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,910.0,0,FullHD,4,0,500,2.07
Toshiba,Ultrabook,13.3,Intel Core i5,Intel HD,Windows,1095.0,0,HD,8,256,0,1.2
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1950.0,1,FullHD,8,256,0,1.37
Acer,Notebook,14.0,Intel Core i5,Intel HD,Windows,902.0,0,FullHD,8,256,0,1.56
Dell,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,1778.0,0,FullHD,8,0,1024,2.23
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,1055.0,0,HD,4,0,500,2.38
Lenovo,Notebook,15.6,Intel Core i3,AMD Radeon R,No OS,479.0,0,FullHD,4,0,1024,2.2
Toshiba,Notebook,15.6,Intel Core i7,Intel HD,Windows,1388.0,0,FullHD,8,256,0,2.0
Lenovo,Notebook,13.3,Intel Core i3,Intel HD,Windows,735.0,0,FullHD,4,180,0,1.44
Other,Ultrabook,15.0,Intel Core i7,Nvidia GeForce,Windows,1849.0,0,FullHD,16,256,0,1.23
Dell,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1690.0,0,FullHD,8,256,0,1.6
Asus,Notebook,15.6,Intel Pentium,Intel HD,Linux,398.99,0,HD,4,0,1024,2.0
Other,Ultrabook,13.3,Intel Core i5,Nvidia GeForce,Windows,935.0,0,FullHD,8,256,0,1.28
Dell,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,912.5,0,FullHD,4,128,1024,2.18
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,839.0,0,FullHD,4,256,0,2.04
HP,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1700.0,1,FullHD,4,256,0,1.28
HP,2 in 1 Convertible,15.6,Intel Core i5,Intel HD,Windows,684.8,1,HD,4,0,500,2.3
Asus,Notebook,14.1,Intel Celeron,Intel HD,Windows,348.0,0,HD,4,0,0,1.65
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,669.0,0,FullHD,8,0,1024,2.2
Dell,Notebook,15.6,Intel Pentium,Intel HD,Windows,369.0,0,HD,4,0,500,2.2
HP,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1799.0,1,FullHD,4,256,0,1.28
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Linux,455.7,0,HD,4,0,1024,2.18
Asus,Gaming,17.3,Intel Core i5,Nvidia GeForce GTX,Windows,1369.9,0,FullHD,12,128,1024,2.2
Acer,Netbook,11.6,Intel Celeron,Intel HD,Other,297.0,0,HD,4,0,0,1.25
Lenovo,Notebook,17.3,AMD,AMD Radeon R,Windows,379.0,0,HD,4,0,500,2.8
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1265.0,0,FullHD,4,128,0,1.95
HP,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1399.0,1,QuadHD,16,256,0,1.42
Other,Ultrabook,15.0,Intel Core i7,Intel HD,Windows,1699.0,0,FullHD,8,256,0,1.17
Lenovo,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,1799.0,0,FullHD,8,256,0,1.32
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2649.0,0,UHD,16,512,2048,2.43
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1475.0,0,FullHD,8,256,0,1.05
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Linux,929.0,0,FullHD,8,0,1024,2.62
HP,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,900.0,0,FullHD,8,0,1024,2.04
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Windows,614.0,0,HD,4,0,1024,2.18
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,935.0,0,FullHD,8,0,500,1.9
Dell,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,2013.1,1,QuadHD,8,512,0,1.24
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1279.0,0,FullHD,32,512,0,3.58
Dell,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1649.0,1,FullHD,16,256,0,1.22
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2049.0,0,FullHD,8,0,0,1.13
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,1962.99,0,FullHD,8,512,0,1.95
Other,Ultrabook,15.6,Intel Core i7,Intel HD,Windows,2099.0,1,FullHD,16,512,0,1.08
HP,Netbook,12.5,Intel Core i7,Intel HD,Windows,1483.0,0,FullHD,8,512,0,1.26
Acer,Notebook,15.6,Intel Celeron,Intel HD,Other,359.0,0,FullHD,4,0,0,2.2
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,789.0,0,FullHD,8,128,1024,2.6
Other,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1899.0,1,FullHD,8,512,0,0.98
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,1205.0,0,FullHD,8,256,0,1.6
HP,Ultrabook,12.5,Intel Core M,Intel HD,Windows,3100.0,1,UHD,8,240,0,1.09
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,789.0,0,FullHD,6,256,0,2.2
HP,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1018.99,0,FullHD,8,256,0,2.04
Acer,Notebook,15.6,Intel Core i3,Intel HD,Windows,499.0,0,FullHD,4,0,1024,2.4
Lenovo,Notebook,13.3,Intel Core i5,Intel HD,Windows,881.0,0,FullHD,4,128,0,1.44
HP,Notebook,13.3,Intel Core i5,Intel HD,Windows,960.0,0,FullHD,8,256,0,1.49
MSI,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1599.0,0,FullHD,16,256,1024,2.7
Dell,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1349.0,0,FullHD,16,128,1024,2.6
MSI,Gaming,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1119.91,0,FullHD,8,128,1024,2.2
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,684.99,0,HD,4,0,1024,2.18
HP,Ultrabook,15.6,Intel Core i7,AMD Radeon R,Windows,1296.99,0,FullHD,8,256,0,1.84
HP,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1149.0,1,QuadHD,8,256,0,1.39
Toshiba,Notebook,15.6,Intel Core i7,Nvidia GeForce,Windows,1975.0,0,FullHD,16,256,0,2.4
Lenovo,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1825.0,1,FullHD,8,512,0,1.37
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,729.9,0,HD,4,0,500,1.95
Lenovo,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1650.0,0,FullHD,8,256,0,1.36
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,1165.0,0,FullHD,8,256,0,2.31
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,708.06,0,HD,4,0,1024,2.18
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1149.0,0,HD,4,0,500,1.95
Lenovo,Notebook,15.6,Intel Pentium,Intel HD,Windows,309.0,0,HD,4,0,1024,2.2
HP,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1579.0,0,FullHD,4,0,500,1.26
HP,Notebook,15.6,Intel Celeron,Intel HD,No OS,288.9,0,HD,4,0,1024,1.86
Lenovo,2 in 1 Convertible,13.3,Intel Core i7,Other,Windows,1799.0,1,QuadHD,16,1024,0,1.3
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,1105.0,0,FullHD,4,128,0,1.47
HP,Netbook,12.5,Intel Core i5,Intel HD,Windows,1669.0,0,FullHD,8,256,0,1.26
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,558.6,0,HD,4,0,1024,2.18
MSI,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1199.0,0,FullHD,8,128,1024,2.2
Dell,Ultrabook,14.0,Intel Core i5,Intel HD,Windows,1639.0,0,FullHD,8,256,0,1.36
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2758.0,0,QuadHD,16,512,1024,4.36
HP,Gaming,17.3,Intel Core i5,Nvidia GeForce GTX,Windows,1399.0,0,FullHD,8,128,1024,2.75
Asus,Notebook,17.3,Intel Pentium,Nvidia GeForce,Windows,530.0,0,HD,4,0,1024,2.8
Acer,Notebook,15.6,Intel Core i5,Intel HD,Windows,619.0,0,HD,4,0,500,2.23
Toshiba,Notebook,15.6,Intel Core i5,Intel HD,Windows,1119.0,0,HD,8,256,0,2.2
Lenovo,2 in 1 Convertible,11.3,Intel Core M,Intel HD,Windows,1299.0,1,FullHD,8,256,0,1.1
Lenovo,Gaming,15.6,AMD,AMD Radeon R,Windows,999.0,0,FullHD,16,512,1024,2.5
Dell,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1472.2,1,FullHD,8,256,0,1.36
Lenovo,Notebook,15.6,Intel Core i7,Nvidia GeForce,No OS,685.0,0,FullHD,8,0,1024,2.2
Dell,Notebook,17.3,Intel Core i3,AMD Radeon R,Windows,659.0,0,HD,4,0,1024,2.36
Acer,Notebook,14.0,Intel Celeron,Intel HD,Other,349.0,0,HD,4,0,0,1.68
HP,Workstation,15.6,Intel Core i7,Nvidia Quadro,Windows,2249.0,0,FullHD,8,8,0,2.0
Dell,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1775.0,0,FullHD,8,256,0,1.36
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1460.0,0,FullHD,8,256,0,1.2
Asus,2 in 1 Convertible,12.5,Intel Core M,Intel HD,Other,1159.0,0,FullHD,8,0,0,1.2
Lenovo,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1488.99,0,FullHD,8,256,0,1.7
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3154.0,0,UHD,16,512,1024,4.36
Dell,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,1899.0,1,FullHD,8,256,0,1.24
HP,2 in 1 Convertible,11.6,Intel Pentium,Intel HD,Windows,775.0,1,HD,4,256,0,1.45
Dell,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1268.0,0,QuadHD,8,256,0,1.3
Acer,2 in 1 Convertible,11.6,Intel Celeron,Intel HD,Other,389.0,1,HD,4,0,0,1.25
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1535.0,0,FullHD,8,256,0,1.2
Lenovo,Ultrabook,12.5,Intel Core i5,Intel HD,Windows,1760.0,0,FullHD,8,256,0,1.36
Acer,Notebook,15.6,Intel Core i5,Nvidia GeForce GTX,Windows,1009.0,0,FullHD,12,128,1024,2.4
Toshiba,Ultrabook,12.5,Intel Core i7,Intel HD,Windows,1790.0,1,FullHD,8,512,0,1.1
HP,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,846.5,0,HD,8,0,1024,2.04
Dell,Notebook,15.6,Intel Core i3,AMD Radeon R,Linux,465.62,0,HD,4,0,1024,2.25
Dell,Notebook,15.6,Intel Core i5,Intel HD,Windows,825.0,0,HD,4,0,500,1.9
HP,Notebook,15.6,Intel Core i3,Intel HD,Windows,685.0,0,FullHD,4,0,500,2.04
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,3149.0,0,FullHD,32,256,1024,4.42
Lenovo,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,695.0,0,FullHD,6,256,0,2.4
Dell,2 in 1 Convertible,13.3,Intel Core i7,Intel HD,Windows,1899.0,1,QuadHD,16,512,0,1.22
Dell,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1962.98,1,QuadHD,8,256,0,1.5
Dell,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2800.0,0,FullHD,32,256,1024,4.42
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,1180.0,0,FullHD,8,256,0,1.95
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,2049.9,0,FullHD,16,256,1024,2.73
HP,Notebook,15.6,Intel Core i5,Nvidia GeForce,Windows,979.0,0,FullHD,8,128,1024,2.04
Lenovo,Notebook,14.0,Intel Core i5,Intel HD,Windows,1002.0,0,HD,4,0,0,1.7
Asus,2 in 1 Convertible,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1799.0,1,UHD,16,512,2048,2.3
HP,Notebook,15.6,Intel Core i7,Intel HD,Windows,579.0,0,HD,6,0,1024,2.04
Asus,Gaming,17.3,Intel Core i7,Nvidia GeForce GTX,Windows,1749.0,0,FullHD,16,256,1024,2.99
Dell,2 in 1 Convertible,15.6,Intel Core i7,Intel HD,Windows,1299.0,1,FullHD,12,512,0,2.19
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1195.0,0,FullHD,4,128,0,1.2
Lenovo,Notebook,15.6,AMD,AMD Radeon 5,Windows,549.0,0,FullHD,6,256,0,2.2
Other,Notebook,15.6,Intel Core i5,Intel HD,Windows,649.0,0,HD,4,256,0,2.3
Toshiba,Notebook,14.0,Intel Core i5,Intel HD,Windows,915.0,0,HD,4,0,500,1.75
Dell,Notebook,15.6,Intel Core i5,AMD Radeon R,Windows,599.0,0,HD,4,0,500,2.25
HP,Notebook,15.6,Intel Core i5,Intel HD,Windows,806.0,0,FullHD,8,0,1024,2.04
Lenovo,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1189.0,0,FullHD,8,128,1024,2.5
Dell,Notebook,15.6,Intel Core i7,AMD Radeon R,Windows,749.0,0,HD,8,0,1024,2.36
Dell,Notebook,14.0,Intel Core i5,Intel HD,Windows,1119.0,0,FullHD,8,128,0,1.6
HP,Netbook,12.5,Intel Core M,Intel HD,Windows,1908.0,0,FullHD,8,512,0,0.97
HP,Notebook,15.6,Intel Core i3,AMD Radeon 5,Windows,499.0,0,FullHD,4,128,1024,2.1
Lenovo,Notebook,15.6,Intel Celeron,Intel HD,No OS,270.62,0,HD,4,128,0,1.9
Lenovo,Notebook,15.6,Intel Core i5,Intel HD,Windows,1349.0,0,FullHD,8,256,0,2.3
Dell,2 in 1 Convertible,13.3,Intel Core i5,Intel HD,Windows,889.0,1,FullHD,8,256,0,1.68
Asus,Notebook,13.3,Intel Core i5,Intel HD,Windows,1150.0,0,QuadHD,8,256,0,1.4
HP,Ultrabook,13.3,Intel Core i7,Intel HD,Windows,1349.0,1,FullHD,8,256,0,1.11
Acer,Notebook,15.6,Intel Pentium,Intel HD,Windows,380.0,0,HD,4,0,500,2.4
Asus,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1799.0,0,FullHD,16,256,1024,2.5
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,2089.0,0,FullHD,8,512,0,1.48
Acer,Gaming,15.6,Intel Core i7,Nvidia GeForce GTX,Windows,1260.0,0,FullHD,8,128,1024,2.7
HP,Notebook,13.3,Intel Core i5,Intel HD,Windows,1189.0,0,FullHD,8,256,0,1.34
Dell,Notebook,15.6,Intel Core i3,Intel HD,Windows,547.0,0,HD,4,128,0,2.18
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,779.0,0,HD,4,0,500,1.64
Toshiba,Notebook,13.3,Intel Core i5,Intel HD,Windows,1195.0,0,FullHD,4,128,0,1.2
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1099.99,0,HD,4,256,0,1.48
HP,Notebook,14.0,Intel Core i5,Intel HD,Windows,1205.0,0,FullHD,4,256,0,1.95
HP,Ultrabook,14.0,Intel Core i7,Intel HD,Windows,1449.0,0,FullHD,8,256,0,1.43
